"","gt","pred","this_gene"
"cell232",0,0.028101688,"SCD"
"cell234",0,0.12043263,"SCD"
"cell235",0,0,"SCD"
"cell237",0,0.03245538,"SCD"
"cell241",0,0.122609355,"SCD"
"cell243",0,0.17699526,"SCD"
"cell244",0,0,"SCD"
"cell245",0,0.019546378,"SCD"
"cell251",0,0,"SCD"
"cell253",0,0.15991078,"SCD"
"cell254",0,0.17593497,"SCD"
"cell255",0,0.058187615,"SCD"
"cell258",0,0,"SCD"
"cell259",0,0,"SCD"
"cell260",0,0,"SCD"
"cell261",0,0.20934431,"SCD"
"cell263",0,0,"SCD"
"cell266",0,0.15632768,"SCD"
"cell267",0,0,"SCD"
"cell268",0,0,"SCD"
"cell269",0,0.031268112,"SCD"
"cell270",0,0,"SCD"
"cell271",0,0,"SCD"
"cell273",0,0,"SCD"
"cell274",0,0.023409683,"SCD"
"cell276",0,0.010986743,"SCD"
"cell277",0,0,"SCD"
"cell283",0,0.0058691385,"SCD"
"cell284",0,0,"SCD"
"cell285",0,0.021454463,"SCD"
"cell287",0,0.07832019,"SCD"
"cell290",0,0.024272785,"SCD"
"cell293",0,0,"SCD"
"cell295",0,0,"SCD"
"cell296",0,0,"SCD"
"cell298",0,0.0046575875,"SCD"
"cell299",0,0,"SCD"
"cell304",0,0,"SCD"
"cell306",0,0.06312859,"SCD"
"cell308",3.55426304310912,0.0468958,"SCD"
"cell309",0,0.13919796,"SCD"
"cell310",0,0.027812067,"SCD"
"cell313",0,0.097010545,"SCD"
"cell316",0,0.07367655,"SCD"
"cell317",0,0,"SCD"
"cell318",0,0.06326976,"SCD"
"cell320",0,0.0033951642,"SCD"
"cell321",0,0.6039482,"SCD"
"cell324",0,0.055125773,"SCD"
"cell326",0,0.12964474,"SCD"
"cell329",0,0,"SCD"
"cell331",0,0,"SCD"
"cell334",0,0,"SCD"
"cell337",0,0.04528617,"SCD"
"cell338",0,0,"SCD"
"cell339",0,0.010452774,"SCD"
"cell340",0,0.090620674,"SCD"
"cell344",0,0.02228475,"SCD"
"cell345",0,0.36675403,"SCD"
"cell347",0,0.040331226,"SCD"
"cell348",0,0.55885595,"SCD"
"cell349",0,0.02255362,"SCD"
"cell351",0,0.071764424,"SCD"
"cell355",0,0.050886404,"SCD"
"cell357",0,0.5048549,"SCD"
"cell358",0,0.30434385,"SCD"
"cell360",0,0.015269089,"SCD"
"cell361",0,0.002150798,"SCD"
"cell364",0,0.07132435,"SCD"
"cell370",0,1.0971917,"SCD"
"cell371",0,0.021287246,"SCD"
"cell378",0,0.11631365,"SCD"
"cell379",1.61673288704393,0.016054967,"SCD"
"cell380",0,0.0042539476,"SCD"
"cell381",0,0.5776848,"SCD"
"cell384",0,0.06583639,"SCD"
"cell386",0,0.61396116,"SCD"
"cell390",0,0.84340936,"SCD"
"cell391",0,0.126307,"SCD"
"cell392",0,0.93148464,"SCD"
"cell394",0,0.03794279,"SCD"
"cell395",0,1.053525,"SCD"
"cell397",2.65204596065176,0.9592957,"SCD"
"cell404",0,0.3973077,"SCD"
"cell405",0,0.04103178,"SCD"
"cell406",3.55426304310912,0.69395304,"SCD"
"cell408",0,0.130893,"SCD"
"cell410",0,1.004275,"SCD"
"cell412",0,0.0069508255,"SCD"
"cell414",1.90909332736159,0.6928026,"SCD"
"cell416",0,0.10166543,"SCD"
"cell420",0,1.0202321,"SCD"
"cell424",0,0.75952494,"SCD"
"cell425",0,0.8805065,"SCD"
"cell427",0,1.2359314,"SCD"
"cell428",0,0.040108684,"SCD"
"cell429",0,0.053309698,"SCD"
"cell430",1.06809845900354,1.2202427,"SCD"
"cell436",0,0.046715762,"SCD"
"cell440",0,1.1998808,"SCD"
"cell443",0,0.02231591,"SCD"
"cell447",0,0.6907429,"SCD"
"cell449",0,1.4196857,"SCD"
"cell450",0,0.8479088,"SCD"
"cell451",0,0.11132133,"SCD"
"cell452",0,0.5205561,"SCD"
"cell453",0,0.010178995,"SCD"
"cell454",0,0.034266464,"SCD"
"cell457",1.65510877204796,0.11362109,"SCD"
"cell458",0,0.053533662,"SCD"
"cell459",1.26048298061213,0.55815804,"SCD"
"cell460",0,0.07986124,"SCD"
"cell461",0,0.4922866,"SCD"
"cell463",0,0.9927684,"SCD"
"cell464",0,0.04066078,"SCD"
"cell465",0,0.79557997,"SCD"
"cell471",0,0.030701498,"SCD"
"cell472",0,1.3205743,"SCD"
"cell473",0,0.058787692,"SCD"
"cell475",0.95199942786736,1.3050493,"SCD"
"cell476",0,0.4753935,"SCD"
"cell480",0,0.10017506,"SCD"
"cell483",0,1.3062307,"SCD"
"cell484",0,0.5944304,"SCD"
"cell485",0,1.1469711,"SCD"
"cell486",0,0.3729214,"SCD"
"cell487",0,0.060677018,"SCD"
"cell488",0,0.68328583,"SCD"
"cell489",0,0.75928897,"SCD"
"cell490",0,0.7160652,"SCD"
"cell491",0,0.17580283,"SCD"
"cell492",0,1.3564812,"SCD"
"cell493",0,0.041619148,"SCD"
"cell494",0,0.84515613,"SCD"
"cell496",0,0.7128561,"SCD"
"cell502",0,0.06576582,"SCD"
"cell503",0,0.101757824,"SCD"
"cell504",0,0.8779955,"SCD"
"cell505",0,0.31186315,"SCD"
"cell506",0,0.09059041,"SCD"
"cell508",0,0.2538976,"SCD"
"cell509",0,0.060306955,"SCD"
"cell512",0,0.112154536,"SCD"
"cell513",0,0.4802909,"SCD"
"cell515",0,0.04499921,"SCD"
"cell516",0,0.5607769,"SCD"
"cell518",3.02943483457487,0.46283874,"SCD"
"cell519",0,0.16347998,"SCD"
"cell520",0,0.98331606,"SCD"
"cell523",0,0.12066703,"SCD"
"cell527",0,0.04561249,"SCD"
"cell529",0,0.34800148,"SCD"
"cell535",0,0.59521025,"SCD"
"cell537",0,0.12824845,"SCD"
"cell539",0,0.938336,"SCD"
"cell540",0,0.100005426,"SCD"
"cell548",0,0.5592825,"SCD"
"cell550",0,0.47693977,"SCD"
"cell552",0,0.23800945,"SCD"
"cell555",0,0.077722296,"SCD"
"cell556",0,1.0342695,"SCD"
"cell559",0,0.08342121,"SCD"
"cell560",0,0.077718996,"SCD"
"cell561",0,0.103426695,"SCD"
"cell563",0,0.057150044,"SCD"
"cell564",0,0.05768305,"SCD"
"cell565",0,0.0074178516,"SCD"
"cell566",1.27150012385741,0.07557633,"SCD"
"cell570",0,0.09408633,"SCD"
"cell571",1.46564025549792,0.060570884,"SCD"
"cell572",0,0.032691576,"SCD"
"cell573",0,0.00988423,"SCD"
"cell574",0,0.09371401,"SCD"
"cell575",0,0.069352575,"SCD"
"cell576",1.0238931393024,0.1102948,"SCD"
"cell577",0,0.11708472,"SCD"
"cell578",0,0.011676246,"SCD"
"cell579",0,0.11904837,"SCD"
"cell580",0,0.10501275,"SCD"
"cell582",0,0,"SCD"
"cell583",0,0.018854989,"SCD"
"cell584",0,0.03541496,"SCD"
"cell587",1.09985719816673,0.05512168,"SCD"
"cell588",0.940036400919367,0.11366437,"SCD"
"cell589",0,0.30586377,"SCD"
"cell592",2.31629023615225,0.025469793,"SCD"
"cell593",0,0.11610966,"SCD"
"cell594",0,0.06310796,"SCD"
"cell595",0,0.12976034,"SCD"
"cell598",0,0.07606056,"SCD"
"cell600",0,0.061465133,"SCD"
"cell601",0,0.906782,"SCD"
"cell602",0,1.0897835,"SCD"
"cell606",0,0.09088955,"SCD"
"cell609",0,0.2243961,"SCD"
"cell611",0,0.8334592,"SCD"
"cell612",0,1.0303789,"SCD"
"cell614",0,0.24734426,"SCD"
"cell617",0,0.16381834,"SCD"
"cell618",0,1.2003021,"SCD"
"cell619",0,0.5260998,"SCD"
"cell620",0,0.13221331,"SCD"
"cell621",0,0.027744664,"SCD"
"cell623",0,0.45399007,"SCD"
"cell626",0,0.052623715,"SCD"
"cell627",0,0.06396326,"SCD"
"cell629",0,1.0704597,"SCD"
"cell631",0,0.69761443,"SCD"
"cell633",0,0.032318972,"SCD"
"cell634",0,0.5634412,"SCD"
"cell635",0,0.17766793,"SCD"
"cell638",0,0.06462025,"SCD"
"cell639",0,0.076881826,"SCD"
"cell640",0,1.3077934,"SCD"
"cell641",0.871773440843789,1.568237,"SCD"
"cell643",0,0.109496616,"SCD"
"cell644",0,0.96234745,"SCD"
"cell645",0,0.023383189,"SCD"
"cell647",0,0.06349056,"SCD"
"cell650",0,0.40968367,"SCD"
"cell652",0,0.07185662,"SCD"
"cell653",0,0.5698597,"SCD"
"cell655",1.0238931393024,0.6598386,"SCD"
"cell657",0,0.11575484,"SCD"
"cell658",0,0.43753,"SCD"
"cell659",0,0.09609338,"SCD"
"cell663",1.06809845900354,0.32442307,"SCD"
"cell664",0,0.08317945,"SCD"
"cell665",0,0.1513217,"SCD"
"cell666",0,0.13014893,"SCD"
"cell668",0,0.10960682,"SCD"
"cell669",0.703543551797504,0.3922824,"SCD"
"cell670",0,0.03379575,"SCD"
"cell674",0,0.3993059,"SCD"
"cell675",0,0.07119297,"SCD"
"cell676",0,0.37516552,"SCD"
"cell677",0,1.0369765,"SCD"
"cell678",0,0.5770231,"SCD"
"cell679",0,0.445057,"SCD"
"cell680",0,0.49407417,"SCD"
"cell682",0,0.3599878,"SCD"
"cell683",0,1.2222509,"SCD"
"cell685",0,0.253674,"SCD"
"cell686",0,0.8304205,"SCD"
"cell687",0,0.457592,"SCD"
"cell689",0,0.084135406,"SCD"
"cell690",0.752358436929792,0.108488396,"SCD"
"cell691",0,0.82796997,"SCD"
"cell692",0,0.11916609,"SCD"
"cell693",0,0.26468784,"SCD"
"cell696",0,0,"SCD"
"cell697",0,1.2381254,"SCD"
"cell698",0,0.24002187,"SCD"
"cell699",0,0.33328864,"SCD"
"cell702",0,0.25514328,"SCD"
"cell704",0.765664484034404,0.58125573,"SCD"
"cell705",0,0.6972636,"SCD"
"cell707",1.80710055953987,0.2949275,"SCD"
"cell708",0,0.73022443,"SCD"
"cell710",0,0.15817317,"SCD"
"cell711",0,0.8121805,"SCD"
"cell713",0,0.95500773,"SCD"
"cell714",0,0.73525524,"SCD"
"cell718",1.07585699922519,0.11221385,"SCD"
"cell719",0,0.19775872,"SCD"
"cell720",0,0.08073994,"SCD"
"cell722",0,0.0957432,"SCD"
"cell723",0,0.2366652,"SCD"
"cell724",0,0.023046821,"SCD"
"cell727",0,0.10011814,"SCD"
"cell735",0,0.3181328,"SCD"
"cell736",0,0.28673607,"SCD"
"cell738",0,1.3148164,"SCD"
"cell739",0,0.1674021,"SCD"
"cell742",0,0.91988325,"SCD"
"cell747",0,0.13318361,"SCD"
"cell748",0,0.050899245,"SCD"
"cell751",0,0.33646265,"SCD"
"cell752",0,0.34626013,"SCD"
"cell755",0,0.22113033,"SCD"
"cell756",1.25505013129853,0.2599918,"SCD"
"cell759",0,0.6505602,"SCD"
"cell762",0,1.5657676,"SCD"
"cell763",0,1.0674127,"SCD"
"cell764",0,0.07172677,"SCD"
"cell765",0.734149418796375,1.4350523,"SCD"
"cell766",0,0.24520567,"SCD"
"cell769",0,0.11198725,"SCD"
"cell771",2.05692485901208,0.8859253,"SCD"
"cell772",0,0.21541338,"SCD"
"cell774",0,0.08557083,"SCD"
"cell775",0,0.124851346,"SCD"
"cell777",0,0.10633049,"SCD"
"cell779",0,0.032154154,"SCD"
"cell780",0,0.23275118,"SCD"
"cell781",1.76056130979495,0.72173303,"SCD"
"cell782",0,0.058964927,"SCD"
"cell784",1.28272420454731,0.6516163,"SCD"
"cell785",0,0.09048979,"SCD"
"cell789",0,0.06384473,"SCD"
"cell792",0,0.059008684,"SCD"
"cell793",0,0.5369054,"SCD"
"cell795",0.605699000979963,0.6015796,"SCD"
"cell796",0,0.03151567,"SCD"
"cell797",0,0.3381812,"SCD"
"cell798",0,0.29512286,"SCD"
"cell799",0.74374732386991,0.55949783,"SCD"
"cell801",0,0.054256536,"SCD"
"cell802",0,0.17847887,"SCD"
"cell803",0,0.5829573,"SCD"
"cell806",0,0.07964235,"SCD"
"cell807",0,0.09898154,"SCD"
"cell808",0,0.05357904,"SCD"
"cell809",0,0.10035037,"SCD"
"cell811",0,0.08766549,"SCD"
"cell813",0,0.08493044,"SCD"
"cell815",0,0.07037789,"SCD"
"cell817",0,0.07868887,"SCD"
"cell822",0.366148362328315,0.118207015,"SCD"
"cell824",1.10810868907598,0.29174545,"SCD"
"cell826",0.856882544906252,0.5285695,"SCD"
"cell828",0,0.04607577,"SCD"
"cell830",0,0.16878586,"SCD"
"cell831",0,0.0365255,"SCD"
"cell832",0,0.1148989,"SCD"
"cell833",0,0.064261615,"SCD"
"cell834",0.989862074568224,0.7465211,"SCD"
"cell835",0,0.047772016,"SCD"
"cell837",0,0.22591577,"SCD"
"cell839",0,0.04894978,"SCD"
"cell841",0,0.06551727,"SCD"
"cell842",0,0.17463481,"SCD"
"cell843",0,0.1002992,"SCD"
"cell844",1.17912483802851,0.02496627,"SCD"
"cell846",0,0.05387504,"SCD"
"cell847",0,0.060827184,"SCD"
"cell848",0,0.07535596,"SCD"
"cell849",0,0,"SCD"
"cell850",1.67506439304406,0.11436828,"SCD"
"cell851",0,0.1563844,"SCD"
"cell852",0,0.051271964,"SCD"
"cell853",0,0,"SCD"
"cell854",0,0.07602491,"SCD"
"cell855",0,0.057471514,"SCD"
"cell856",0,0.20969693,"SCD"
"cell857",0,0.2803069,"SCD"
"cell858",0,0.04629849,"SCD"
"cell859",0,0.06645184,"SCD"
"cell861",0,0.045328476,"SCD"
"cell862",0,0.075933196,"SCD"
"cell863",1.46564025549792,0.15615983,"SCD"
"cell867",0,0.07599417,"SCD"
"cell868",1.79520772329262,0.077672966,"SCD"
"cell869",0,0.17496185,"SCD"
"cell870",0,0.061474144,"SCD"
"cell871",0,0.1621771,"SCD"
"cell873",0,0.09972159,"SCD"
"cell874",0,0.08535948,"SCD"
"cell875",0,0,"SCD"
"cell876",0,0.03975481,"SCD"
"cell877",0,0.06345643,"SCD"
"cell879",0,0.22473536,"SCD"
"cell881",0,0.026192123,"SCD"
"cell885",0,0.13341637,"SCD"
"cell886",0,0.097368166,"SCD"
"cell887",0,0.116615094,"SCD"
"cell889",0.97689840631462,0.12827246,"SCD"
"cell890",0,0.10802042,"SCD"
"cell891",0,0.2545838,"SCD"
"cell894",0,0.06759067,"SCD"
"cell895",0,0.0553517,"SCD"
"cell897",0,0.11426377,"SCD"
"cell898",0,0.08475623,"SCD"
"cell899",0,0.12681276,"SCD"
"cell900",0,0.023672843,"SCD"
"cell901",1.17912483802851,0.08729054,"SCD"
"cell902",0,0.08963559,"SCD"
"cell905",0,0.15990983,"SCD"
"cell906",0,0.103620075,"SCD"
"cell908",0,0.10425236,"SCD"
"cell909",0,0.07005429,"SCD"
"cell910",0,0.4024582,"SCD"
"cell911",0,0.079513445,"SCD"
"cell912",0,0.120663226,"SCD"
"cell915",1.78348968142548,0.1533132,"SCD"
"cell916",0,0.13996635,"SCD"
"cell917",0,0.03823982,"SCD"
"cell918",0,0.43004504,"SCD"
"cell920",0,0.20748512,"SCD"
"cell921",1.85650932760105,0.111337684,"SCD"
"cell922",0.879420700394755,0.08766935,"SCD"
"cell926",0,0.6372716,"SCD"
"cell927",0,0.22144488,"SCD"
"cell928",0,0.07401591,"SCD"
"cell929",0,0.031449955,"SCD"
"cell930",0,0.12168276,"SCD"
"cell935",1.27150012385741,0.09975841,"SCD"
"cell937",0,0.07695498,"SCD"
"cell938",0,0.037281107,"SCD"
"cell940",1.34844820022027,0.067313515,"SCD"
"cell941",0,0.20662804,"SCD"
"cell942",0,0.003858483,"SCD"
"cell944",0,0.10870218,"SCD"
"cell945",1.28272420454731,0.035341494,"SCD"
"cell946",0,0.06492853,"SCD"
"cell947",0,0.07962116,"SCD"
"cell948",0,0.048774373,"SCD"
"cell952",0,0.079498075,"SCD"
"cell954",0,0.07147644,"SCD"
"cell955",0,0.092925586,"SCD"
"cell956",0,0,"SCD"
"cell957",0,0.041425902,"SCD"
"cell959",0,0.07763244,"SCD"
"cell961",0,0.0346166,"SCD"
"cell962",0,0.0336259,"SCD"
"cell964",2.17750971439919,0.07952198,"SCD"
"cell965",0,0.12376457,"SCD"
"cell966",0,0.12237139,"SCD"
"cell970",0,0.09642151,"SCD"
"cell971",0,0.036143437,"SCD"
"cell973",0,0.051550735,"SCD"
"cell975",0,0.078126036,"SCD"
"cell980",0,0.17456518,"SCD"
"cell981",0,0,"SCD"
"cell983",1.18868325921738,0.12540202,"SCD"
"cell984",0,0.013872474,"SCD"
"cell985",0,0.096918344,"SCD"
"cell986",0,0.029598644,"SCD"
"cell987",0,0.04586647,"SCD"
"cell989",0,0.06389302,"SCD"
"cell991",0,0.07669697,"SCD"
"cell992",0,0,"SCD"
"cell994",0,0.033289686,"SCD"
"cell995",0,0.1540455,"SCD"
"cell996",0,0.08192662,"SCD"
"cell997",0,0.06894443,"SCD"
"cell998",0,0.087747276,"SCD"
"cell1000",0,0.008118013,"SCD"
"cell1001",0,0.022955148,"SCD"
"cell1002",0,0.08124774,"SCD"
"cell1007",0,0.14107417,"SCD"
"cell1008",0,0.038131736,"SCD"
"cell1009",0,0.06636075,"SCD"
"cell1010",0,0.00038291814,"SCD"
"cell1011",0,0.12341769,"SCD"
"cell1012",0,0.043029074,"SCD"
"cell1014",0,0,"SCD"
"cell1017",0,0.06273145,"SCD"
"cell1019",0,0.34875757,"SCD"
"cell1020",0,0.07533514,"SCD"
"cell1021",0,0.1075594,"SCD"
"cell1023",0,0.06555366,"SCD"
"cell1024",0,0.0718294,"SCD"
"cell1026",0,0.028604478,"SCD"
"cell1028",0,0.12856556,"SCD"
"cell1029",0,0.050004918,"SCD"
"cell1030",0,0.035255674,"SCD"
"cell1032",0,0,"SCD"
"cell1034",0,0.036010813,"SCD"
"cell1037",0,0.015062997,"SCD"
"cell1038",0,0.071146816,"SCD"
"cell1039",0,0.014812514,"SCD"
"cell1040",0,0.056553777,"SCD"
"cell1041",0,0.12238126,"SCD"
"cell1042",0,0.06970415,"SCD"
"cell1045",0,0.061275918,"SCD"
"cell1047",0,0.058648992,"SCD"
"cell1050",0,0.015581834,"SCD"
"cell1053",0,0.07705536,"SCD"
"cell1054",0,0.20845115,"SCD"
"cell1056",0,0.013308558,"SCD"
"cell1057",0,0,"SCD"
"cell1058",0,0.09262421,"SCD"
"cell1061",0,0.09488366,"SCD"
"cell1062",0,0.04931866,"SCD"
"cell1065",0,0.07101835,"SCD"
"cell1067",0,0.017365,"SCD"
"cell1070",0,0.1039356,"SCD"
"cell1071",0,0.14096366,"SCD"
"cell1072",0,0.025639659,"SCD"
"cell1073",0,0.03244089,"SCD"
"cell1074",0,0,"SCD"
"cell1075",0,0.047120336,"SCD"
"cell1076",0,0.006802246,"SCD"
"cell1077",0,0.03786355,"SCD"
"cell1078",0,0.004989374,"SCD"
"cell1079",0,0,"SCD"
"cell1081",1.78348968142548,0,"SCD"
"cell1082",0,0.084769756,"SCD"
"cell1085",2.23449569227529,0.06325189,"SCD"
"cell1086",0,0.09356407,"SCD"
"cell1087",0,0.046431452,"SCD"
"cell1088",0,0.10763563,"SCD"
"cell1091",0,0.056819428,"SCD"
"cell1092",0,0.056613065,"SCD"
"cell1094",0,0.0073764115,"SCD"
"cell1095",0,0.31836802,"SCD"
"cell1097",0,0.056578398,"SCD"
"cell1098",0,0.035304766,"SCD"
"cell1099",0,0.008073724,"SCD"
"cell1100",0,0.11342915,"SCD"
"cell1101",0,0.04715789,"SCD"
"cell1102",0,0.018195495,"SCD"
"cell1103",0,0.12054887,"SCD"
"cell1104",0,0.06113671,"SCD"
"cell1105",1.67506439304406,0.017695252,"SCD"
"cell1106",0,0,"SCD"
"cell1107",0,0.052049328,"SCD"
"cell1110",0,0.04343341,"SCD"
"cell1111",0,0.10769077,"SCD"
"cell1113",0,0.04688359,"SCD"
"cell1114",0,0.12924698,"SCD"
"cell1115",0,0.102734245,"SCD"
"cell1116",0,0.050106477,"SCD"
"cell1120",0,0.030582497,"SCD"
"cell1122",0,0.2414222,"SCD"
"cell1123",0,0.02781696,"SCD"
"cell1125",0,0.056701597,"SCD"
"cell1129",0,0.06471499,"SCD"
"cell1130",0,0.08618693,"SCD"
"cell1131",0,0.096509,"SCD"
"cell1132",0,0.09584737,"SCD"
"cell1134",0,0,"SCD"
"cell1136",0,0.08635771,"SCD"
"cell1137",0,0.04917847,"SCD"
"cell1138",0,0,"SCD"
"cell1139",0,0,"SCD"
"cell1144",0,0.12788053,"SCD"
"cell1145",0,0.25037733,"SCD"
"cell1147",0,0.21960513,"SCD"
"cell1148",0,0.07388573,"SCD"
"cell1151",0,0.084102966,"SCD"
"cell1152",0,0.40147257,"SCD"
"cell1153",0,0.12750009,"SCD"
"cell1154",0,0.0739515,"SCD"
"cell1155",0,0.05272608,"SCD"
"cell1160",0,0.07968795,"SCD"
"cell1162",0,0.12254491,"SCD"
"cell1163",0,0.082837634,"SCD"
"cell1164",0,0.06709185,"SCD"
"cell1166",0,0.1935908,"SCD"
"cell1168",0,0.13938065,"SCD"
"cell1171",0,0.25053144,"SCD"
"cell1173",0,0.06907964,"SCD"
"cell1176",0,0.07162736,"SCD"
"cell1178",0,0.08420136,"SCD"
"cell1180",0,0.07646271,"SCD"
"cell1189",0,0.08856672,"SCD"
"cell1190",0,0.019330723,"SCD"
"cell1191",0,0.059227508,"SCD"
"cell1192",0,0.31708583,"SCD"
"cell1193",0,0.26122594,"SCD"
"cell1194",0,0.08101487,"SCD"
"cell1195",0,0.4203312,"SCD"
"cell1196",0,0,"SCD"
"cell1199",0,0.06119461,"SCD"
"cell1201",0,0.04644857,"SCD"
"cell1202",0,0.078729294,"SCD"
"cell1206",0,0.25806904,"SCD"
"cell1210",0,0.03803078,"SCD"
"cell1213",0,0.30812877,"SCD"
"cell1215",0,0.13257705,"SCD"
"cell1216",0,0.065790676,"SCD"
"cell1218",0,0.048724804,"SCD"
"cell1219",0,0,"SCD"
"cell1220",0,0.06709074,"SCD"
"cell1221",0,0.06466197,"SCD"
"cell1223",0,0.036930297,"SCD"
"cell1225",1.51247510501477,0.016935667,"SCD"
"cell1227",0,0.059877038,"SCD"
"cell1228",0,0.040070977,"SCD"
"cell1230",0,0.06381861,"SCD"
"cell1232",0,0.0765753,"SCD"
"cell1233",0,0.12307842,"SCD"
"cell1235",0,0.0059986967,"SCD"
"cell1236",1.43612348257388,0.09642706,"SCD"
"cell1237",0,0,"SCD"
"cell1238",0,0.13625546,"SCD"
"cell1239",0,0.06961561,"SCD"
"cell1240",0,0.12542427,"SCD"
"cell1242",1.59827051948344,0.09704745,"SCD"
"cell1244",0,0.06690314,"SCD"
"cell1245",0,0.038665067,"SCD"
"cell1247",0,0.02201106,"SCD"
"cell1248",0,0.0891984,"SCD"
"cell1251",0,0.04323573,"SCD"
"cell1252",0,0.04460778,"SCD"
"cell1253",0,0.052523743,"SCD"
"cell1255",0,0,"SCD"
"cell1256",0,0.0963036,"SCD"
"cell1257",0,0.008164167,"SCD"
"cell1260",0,0.046166923,"SCD"
"cell1262",0,0.16788189,"SCD"
"cell1264",0,0.091971345,"SCD"
"cell1265",0,0.13858357,"SCD"
"cell1266",0,0.07076605,"SCD"
"cell1267",0,0.09418186,"SCD"
"cell1270",0,0.08932253,"SCD"
"cell1272",0,0.15124229,"SCD"
"cell1274",0,0.20172356,"SCD"
"cell1275",0,0.22670732,"SCD"
"cell1277",0,0.11702748,"SCD"
"cell1279",0,0.20565037,"SCD"
"cell1280",0,0.05060042,"SCD"
"cell1281",0,0.14297853,"SCD"
"cell1284",0,0.104914725,"SCD"
"cell1289",0,0.08341002,"SCD"
"cell1291",0,0.13212787,"SCD"
"cell1292",0,0.11142637,"SCD"
"cell1293",0.463023601332895,0.19717513,"SCD"
"cell1296",0,0.2784754,"SCD"
"cell1297",0,0.087773934,"SCD"
"cell1298",1.20830002371469,0.26148257,"SCD"
"cell1299",0,0.14921902,"SCD"
"cell1301",0,0,"SCD"
"cell1308",0,0.042120066,"SCD"
"cell1309",0,0.18966964,"SCD"
"cell1310",0,0.19164553,"SCD"
"cell1311",0,0.08684405,"SCD"
"cell1312",0,0.13194618,"SCD"
"cell1313",0,0.11764123,"SCD"
"cell1314",0,0.35138893,"SCD"
"cell1315",0,0.15691043,"SCD"
"cell1317",0,0.12222075,"SCD"
"cell1318",0,0.10752473,"SCD"
"cell1320",0,0.27651316,"SCD"
"cell1321",0,0.2007956,"SCD"
"cell1324",1.56270061710072,0.15696429,"SCD"
"cell1328",0.326622931071634,0.18080132,"SCD"
"cell1329",0,0.17152767,"SCD"
"cell1330",0,0.1809411,"SCD"
