"","gt","pred","this_gene"
"Cell_2490",0,0,"CD3E"
"Cell_2473",0,0.03480682,"CD3E"
"Cell_2519",0,0.46294507,"CD3E"
"Cell_2535",0.630618631968485,0.23498307,"CD3E"
"Cell_2537",0,0,"CD3E"
"Cell_2627",0,0.024934588,"CD3E"
"Cell_2539",0,0,"CD3E"
"Cell_2583",0,0.0046144607,"CD3E"
"Cell_2598",0,0.18696855,"CD3E"
"Cell_2597",0,0.32315716,"CD3E"
"Cell_2628",0,0.015626276,"CD3E"
"Cell_2648",0,0.02600672,"CD3E"
"Cell_2681",0,0,"CD3E"
"Cell_2650",0,0.20192786,"CD3E"
"Cell_2704",0,0.31908256,"CD3E"
"Cell_2538",0,0,"CD3E"
"Cell_2706",0,0.10636592,"CD3E"
"Cell_2754",0,0.040842056,"CD3E"
"Cell_2649",0.635756667634498,0.5318471,"CD3E"
"Cell_2796",0,0.006626123,"CD3E"
"Cell_2772",0,0.016806616,"CD3E"
"Cell_2705",2.11466849278668,0.62038994,"CD3E"
"Cell_2826",0,0.019406497,"CD3E"
"Cell_2797",3.37223918612167,0.2703552,"CD3E"
"Cell_2827",0,0.031108597,"CD3E"
"Cell_2875",0,0.32795534,"CD3E"
"Cell_2855",0,0.041084036,"CD3E"
"Cell_2856",0,0.019897437,"CD3E"
"Cell_2876",0,0.5680669,"CD3E"
"Cell_2935",0,0.0015211732,"CD3E"
"Cell_2891",0,0.041273866,"CD3E"
"Cell_2892",0,0.9986834,"CD3E"
"Cell_2985",0.66990390969619,0.07057413,"CD3E"
"Cell_3006",0,0,"CD3E"
"Cell_3033",0,0.12787907,"CD3E"
"Cell_2873",0,0.095999464,"CD3E"
"Cell_3082",0,0,"CD3E"
"Cell_3052",0,0.023463806,"CD3E"
"Cell_3081",0.92117535132539,0.100158624,"CD3E"
"Cell_3102",0,0.8552594,"CD3E"
"Cell_3131",0,0.1646272,"CD3E"
"Cell_3130",0,0.04140176,"CD3E"
"Cell_3158",1.64817376615491,0.1344641,"CD3E"
"Cell_3179",0,0.43677387,"CD3E"
"Cell_3182",0,0.0019515761,"CD3E"
"Cell_3177",0,0.5812627,"CD3E"
"Cell_3202",0,0.13965872,"CD3E"
"Cell_3256",0,0.0034577267,"CD3E"
"Cell_3255",0,0.2178948,"CD3E"
"Cell_3203",0,0.075545184,"CD3E"
"Cell_3302",0,0.13896316,"CD3E"
"Cell_3280",0,0.09913378,"CD3E"
"Cell_3281",0,0.08045952,"CD3E"
"Cell_3303",0,0.23994151,"CD3E"
"Cell_3327",0,0,"CD3E"
"Cell_3325",0,0.016163666,"CD3E"
"Cell_3282",0,0.3898324,"CD3E"
"Cell_3229",1.48264695548907,0.23282857,"CD3E"
"Cell_3326",0,0,"CD3E"
"Cell_3351",0,0.8611321,"CD3E"
"Cell_3353",0,0.008884037,"CD3E"
"Cell_3369",0,0.03520822,"CD3E"
"Cell_3352",0,0.59471464,"CD3E"
"Cell_3395",0,0.3752254,"CD3E"
"Cell_3396",0,0,"CD3E"
"Cell_3419",0,0.051737428,"CD3E"
"Cell_3447",0,0.013656184,"CD3E"
"Cell_3393",0,0.3920793,"CD3E"
"Cell_3446",0,0.57468045,"CD3E"
"Cell_3465",0,0.022093862,"CD3E"
"Cell_3445",0,0.53661895,"CD3E"
"Cell_3467",0,0.004885364,"CD3E"
"Cell_3466",0,0.11196988,"CD3E"
"Cell_3543",1.26318649064904,0.49978086,"CD3E"
"Cell_3517",0,0.9965831,"CD3E"
"Cell_3544",0,0.17418301,"CD3E"
"Cell_3542",1.8105160910002,0.65755624,"CD3E"
"Cell_3488",1.6019593593363,0.42506,"CD3E"
"Cell_3597",2.00414289726222,0.70423174,"CD3E"
"Cell_3570",0,0.03519423,"CD3E"
"Cell_3569",0,0.42449784,"CD3E"
"Cell_3595",0,0.19029443,"CD3E"
"Cell_3596",0,0.46744013,"CD3E"
"Cell_3599",0,0,"CD3E"
"Cell_3593",0,0.21881036,"CD3E"
"Cell_3594",0,0.56935054,"CD3E"
"Cell_3572",3.10991608645195,0,"CD3E"
"Cell_3620",0,0.052738763,"CD3E"
"Cell_3571",0,0.24967718,"CD3E"
"Cell_3619",0,0.084555104,"CD3E"
"Cell_3646",0,0.017782012,"CD3E"
"Cell_3644",0,0.013510093,"CD3E"
"Cell_3643",0,0,"CD3E"
"Cell_3701",0,0.07346819,"CD3E"
"Cell_3758",0,0.2018626,"CD3E"
"Cell_3618",0,0.24265333,"CD3E"
"Cell_3672",0.719479110225916,0.67267615,"CD3E"
"Cell_3725",0,0.0014846951,"CD3E"
"Cell_3703",0,0.091949984,"CD3E"
"Cell_3645",0,0,"CD3E"
"Cell_3760",0,1.0237677,"CD3E"
"Cell_3782",0,0.121732,"CD3E"
"Cell_3759",0,0.013465357,"CD3E"
"Cell_3757",2.28001714339399,1.0928426,"CD3E"
"Cell_3784",0,0.025839273,"CD3E"
"Cell_3827",0,0.6545285,"CD3E"
"Cell_3803",0,0.7417454,"CD3E"
"Cell_3830",0,0,"CD3E"
"Cell_3783",0,0.56600845,"CD3E"
"Cell_3855",0.980202390448635,0,"CD3E"
"Cell_3761",3.24113451976373,0,"CD3E"
"Cell_3785",0,0,"CD3E"
"Cell_3853",0,0.09909005,"CD3E"
"Cell_3852",0,0.22340527,"CD3E"
"Cell_3854",0,0.0059452625,"CD3E"
"Cell_3829",0,0.092453636,"CD3E"
"Cell_3804",0,0.042833827,"CD3E"
"Cell_3828",0,0.080579154,"CD3E"
"Cell_3856",0,0.3256273,"CD3E"
"Cell_3878",0,0.27732447,"CD3E"
"Cell_3879",0,0.13123797,"CD3E"
"Cell_3926",0,0.05549444,"CD3E"
"Cell_4000",1.91944737275672,0.62229675,"CD3E"
"Cell_3927",0,0.065324605,"CD3E"
"Cell_3957",0,0.1943823,"CD3E"
"Cell_3925",0,0.27675357,"CD3E"
"Cell_3958",0,0.43695122,"CD3E"
"Cell_3975",0,0.04551704,"CD3E"
"Cell_3999",0,0.06594365,"CD3E"
"Cell_4022",0,0.21790068,"CD3E"
"Cell_4065",0,0.2170966,"CD3E"
"Cell_4023",0,0.30177566,"CD3E"
"Cell_4046",0,0.13574284,"CD3E"
"Cell_4024",3.16124503131206,0,"CD3E"
"Cell_4047",0,0.23389888,"CD3E"
"Cell_4085",0,0.09961233,"CD3E"
"Cell_4087",0,0.27281818,"CD3E"
"Cell_4086",0,0.1585561,"CD3E"
"Cell_4141",0,0.25005695,"CD3E"
"Cell_4143",0,0.16561596,"CD3E"
"Cell_4144",0,0.05538224,"CD3E"
"Cell_4142",0,0.503376,"CD3E"
"Cell_4202",0,0.00999631,"CD3E"
"Cell_4177",0,0.5490265,"CD3E"
"Cell_4178",0,0.55407125,"CD3E"
"Cell_4115",0,0,"CD3E"
"Cell_4145",0,0.17134674,"CD3E"
"Cell_4200",0,0.09732111,"CD3E"
"Cell_4225",0,0.0018286974,"CD3E"
"Cell_4201",0,0.5799252,"CD3E"
"Cell_4224",0,0.4408619,"CD3E"
"Cell_4226",0,0.24040759,"CD3E"
"Cell_4223",0,0.36811683,"CD3E"
"Cell_4277",0,0.07175086,"CD3E"
"Cell_4246",0,0.029057935,"CD3E"
"Cell_4247",0,0.10952983,"CD3E"
"Cell_4249",0,0.17063947,"CD3E"
"Cell_4302",0,0.047969174,"CD3E"
"Cell_4276",0,0.16302474,"CD3E"
"Cell_4304",0,0.52928555,"CD3E"
"Cell_4303",0,0.031074075,"CD3E"
"Cell_4305",2.40124599117556,1.0146314,"CD3E"
"Cell_4301",0,0.1449222,"CD3E"
"Cell_4306",0,0.09091158,"CD3E"
"Cell_4227",1.71808631995715,0.09680096,"CD3E"
"Cell_4335",0,0.39471632,"CD3E"
"Cell_4394",0,0.20214434,"CD3E"
"Cell_4395",0,0.05652942,"CD3E"
"Cell_4358",0,0.5067894,"CD3E"
"Cell_4418",0,0.05136321,"CD3E"
"Cell_4441",0,0.2646206,"CD3E"
"Cell_4417",0,0.16076742,"CD3E"
"Cell_4463",0,0.002341029,"CD3E"
"Cell_4494",0,0.098160826,"CD3E"
"Cell_4419",0,0.2642607,"CD3E"
"Cell_4442",0,0.0945791,"CD3E"
"Cell_4493",0,0.4488814,"CD3E"
"Cell_4510",0,0,"CD3E"
"Cell_4509",0,0.11555932,"CD3E"
"Cell_4540",0,0.2717911,"CD3E"
"Cell_4542",3.20210027011595,0.44887048,"CD3E"
"Cell_4543",0,0.48239872,"CD3E"
"Cell_4574",0,0.09049887,"CD3E"
"Cell_4511",3.24113451976373,0.9349441,"CD3E"
"Cell_4541",0,0.079331,"CD3E"
"Cell_4544",0,0.4137755,"CD3E"
"Cell_4572",0,0,"CD3E"
"Cell_4605",0,0.016581912,"CD3E"
"Cell_4606",0,0.28519955,"CD3E"
"Cell_4608",0,0.1508091,"CD3E"
"Cell_4607",0,0.1051132,"CD3E"
"Cell_4573",0,0.61508524,"CD3E"
"Cell_4629",0,0.09718769,"CD3E"
"Cell_4627",1.81839795926117,0.16336651,"CD3E"
"Cell_4628",0,0.024802674,"CD3E"
"Cell_4571",0,0.29693148,"CD3E"
"Cell_4626",2.09801183022771,0.06237936,"CD3E"
"Cell_4646",0,0.19761086,"CD3E"
"Cell_4647",0,0,"CD3E"
"Cell_4645",0,0.22862907,"CD3E"
"Cell_4675",0,0.087644234,"CD3E"
"Cell_4604",0,1.1896847,"CD3E"
"Cell_4674",0,0.112849675,"CD3E"
"Cell_4676",0,0.068076245,"CD3E"
"Cell_4726",0,0.3861322,"CD3E"
"Cell_4727",0,0.019045502,"CD3E"
"Cell_4743",0,0.11636752,"CD3E"
"Cell_4744",0,0.054156374,"CD3E"
"Cell_4728",0,0.08121177,"CD3E"
"Cell_4742",0,0.11102851,"CD3E"
"Cell_4768",0,0.0764747,"CD3E"
"Cell_4705",0,0.20182414,"CD3E"
"Cell_4851",0,0.006516397,"CD3E"
"Cell_4769",2.93768521145074,0.89544487,"CD3E"
"Cell_4799",0,0.018989677,"CD3E"
"Cell_4770",0.686141284642864,0.15617274,"CD3E"
"Cell_4849",0,0.5850255,"CD3E"
"Cell_4825",0,0.16653398,"CD3E"
"Cell_4800",2.76240322150559,1.113365,"CD3E"
"Cell_4852",0,0.6690079,"CD3E"
"Cell_4826",0,0.11756771,"CD3E"
"Cell_4884",0,0.017135417,"CD3E"
"Cell_4883",0,0.04305886,"CD3E"
"Cell_4850",0,0.8912594,"CD3E"
"Cell_4885",0,0.025673835,"CD3E"
"Cell_4848",0,0.2041771,"CD3E"
"Cell_4853",2.88208853558089,0.71974087,"CD3E"
"Cell_4910",0,0.026142279,"CD3E"
"Cell_4909",0,0.8065714,"CD3E"
"Cell_4907",0,0.04541784,"CD3E"
"Cell_4886",0,0.07429864,"CD3E"
"Cell_4940",0,0.057939377,"CD3E"
"Cell_4939",0,0,"CD3E"
"Cell_4882",0,0.63530254,"CD3E"
"Cell_5002",0,0,"CD3E"
"Cell_4961",0,0.07358638,"CD3E"
"Cell_4999",0,0.105277315,"CD3E"
"Cell_5000",0,0.022004528,"CD3E"
"Cell_5033",0,0.8797245,"CD3E"
"Cell_5034",0,0.107312,"CD3E"
"Cell_5001",0,0.16921994,"CD3E"
"Cell_5031",0,0.047996987,"CD3E"
"Cell_5032",0,0.14753713,"CD3E"
"Cell_5035",0,0.0030616939,"CD3E"
"Cell_4937",0,0.1550635,"CD3E"
"Cell_5090",0,0.26794523,"CD3E"
"Cell_5003",0,0,"CD3E"
"Cell_5066",0,0.09385029,"CD3E"
"Cell_5089",0,0.17930765,"CD3E"
"Cell_5118",0,0.13756064,"CD3E"
"Cell_5088",1.50964144287131,0.3164776,"CD3E"
"Cell_5116",0,0.111917876,"CD3E"
"Cell_5143",0,0,"CD3E"
"Cell_5144",0,0.12316098,"CD3E"
"Cell_5145",0,0.074745774,"CD3E"
"Cell_5142",0,0.14267828,"CD3E"
"Cell_5117",0,0.0015718788,"CD3E"
"Cell_5139",0,0.64077246,"CD3E"
"Cell_5208",0,0.032464597,"CD3E"
"Cell_5140",0,0.21304546,"CD3E"
"Cell_5211",0,0.10726155,"CD3E"
"Cell_5210",0,0.06256884,"CD3E"
"Cell_5209",0,0.1581975,"CD3E"
"Cell_5192",0,0.060972847,"CD3E"
"Cell_5213",0,0.13134845,"CD3E"
"Cell_5212",0,0.078097686,"CD3E"
"Cell_5268",0,0.1417929,"CD3E"
"Cell_5243",0,0.04566918,"CD3E"
"Cell_5242",0,0,"CD3E"
"Cell_5240",0,0.35277364,"CD3E"
"Cell_5269",0,0.0007245481,"CD3E"
"Cell_5300",2.91884030647318,0.9473093,"CD3E"
"Cell_5295",0,0.7441096,"CD3E"
"Cell_5356",0,0.008873549,"CD3E"
"Cell_5298",0,0,"CD3E"
"Cell_5299",0,0.3537539,"CD3E"
"Cell_5297",0,0.5768046,"CD3E"
"Cell_5141",0,0.010686258,"CD3E"
"Cell_5354",0,0.26162478,"CD3E"
"Cell_5296",0,0.54794955,"CD3E"
"Cell_5330",0,0.5205886,"CD3E"
"Cell_5331",0,0.13160178,"CD3E"
"Cell_5357",0,0,"CD3E"
"Cell_5355",0,0.2575346,"CD3E"
"Cell_5332",0,0.10698243,"CD3E"
"Cell_5396",0,0,"CD3E"
"Cell_5376",0,0.0792284,"CD3E"
"Cell_5377",0,0.066114105,"CD3E"
"Cell_5397",0,0.5871361,"CD3E"
"Cell_5353",0,0.18511842,"CD3E"
"Cell_5420",0,0.05797268,"CD3E"
"Cell_5421",0,0.03002368,"CD3E"
"Cell_5448",0,0.010947929,"CD3E"
"Cell_5445",0,0.16080882,"CD3E"
"Cell_5446",0,0.05148838,"CD3E"
"Cell_5527",0,0.16327225,"CD3E"
"Cell_5447",0,0.051746666,"CD3E"
"Cell_5466",0,0.011401783,"CD3E"
"Cell_5494",0,0.11944895,"CD3E"
"Cell_5496",0,0.2133714,"CD3E"
"Cell_5528",0,0,"CD3E"
"Cell_5464",0,0.030845264,"CD3E"
"Cell_5567",0,0.016576389,"CD3E"
"Cell_5529",0,0.12534614,"CD3E"
"Cell_5422",0,0.11049731,"CD3E"
"Cell_5568",0,0,"CD3E"
"Cell_5610",0,0,"CD3E"
"Cell_5569",0,0.08328952,"CD3E"
"Cell_5591",0,0.07335715,"CD3E"
"Cell_5641",0,0,"CD3E"
"Cell_5593",0,1.0269979,"CD3E"
"Cell_5594",0,0.016636794,"CD3E"
"Cell_5639",0,0.084394656,"CD3E"
"Cell_5592",0,0,"CD3E"
"Cell_5640",0,0.33339965,"CD3E"
"Cell_5662",0,0.0007041082,"CD3E"
"Cell_5643",0,0.07757857,"CD3E"
"Cell_5689",0,0.004919627,"CD3E"
"Cell_5642",0,0.08549956,"CD3E"
"Cell_5611",0,0.01625408,"CD3E"
"Cell_5716",0,0,"CD3E"
"Cell_5711",0,0.049079005,"CD3E"
"Cell_5713",0,0.05299697,"CD3E"
"Cell_5714",1.84251616448965,0.93214434,"CD3E"
"Cell_5712",1.08129713797376,0.88594276,"CD3E"
"Cell_5715",0,0.072710775,"CD3E"
"Cell_5737",0,0.056152612,"CD3E"
"Cell_5767",0,0.13296303,"CD3E"
"Cell_5765",0,0.030640831,"CD3E"
"Cell_5770",0,0.031022584,"CD3E"
"Cell_5766",0,0.32429516,"CD3E"
"Cell_5769",0,0.13269542,"CD3E"
"Cell_5822",0,0.008027136,"CD3E"
"Cell_5771",0,0.010203122,"CD3E"
"Cell_5882",0,0.0024934902,"CD3E"
"Cell_5849",0,0.1016467,"CD3E"
"Cell_5847",0,0.02690413,"CD3E"
"Cell_5688",0,0.0017599643,"CD3E"
"Cell_5736",0,0.03717999,"CD3E"
"Cell_5820",0,0.22040765,"CD3E"
"Cell_5821",0,0.445336,"CD3E"
"Cell_5878",0,0.4045929,"CD3E"
"Cell_5902",0,0.042348746,"CD3E"
"Cell_5880",0,0,"CD3E"
"Cell_5903",0,0.09223238,"CD3E"
"Cell_5879",0,0.035413362,"CD3E"
"Cell_5881",0,0.018865986,"CD3E"
"Cell_5988",0,0,"CD3E"
"Cell_5923",0,0,"CD3E"
"Cell_5968",0,0.050765205,"CD3E"
"Cell_5944",0,0.009562033,"CD3E"
"Cell_5943",0,0.0800803,"CD3E"
"Cell_5945",0,0,"CD3E"
"Cell_5967",0,0.0005983621,"CD3E"
"Cell_5986",0,0.15883796,"CD3E"
"Cell_5984",0,0.011424407,"CD3E"
"Cell_5985",0,0.062126942,"CD3E"
"Cell_6015",0,0.7611577,"CD3E"
"Cell_5987",2.37872219795999,0.5762289,"CD3E"
"Cell_6016",0,0.09826118,"CD3E"
"Cell_6038",0,0.15697627,"CD3E"
"Cell_6036",0,0,"CD3E"
"Cell_6037",0,0.052961826,"CD3E"
"Cell_6041",0,0.087718725,"CD3E"
"Cell_6065",0,1.2265457,"CD3E"
"Cell_6092",0,0.0398136,"CD3E"
"Cell_6091",0.712876556400978,1.089281,"CD3E"
"Cell_6040",0,0.6408436,"CD3E"
"Cell_6094",0,0.008193711,"CD3E"
"Cell_6090",0,0.2801122,"CD3E"
"Cell_6039",0,0.046700582,"CD3E"
"Cell_6066",0,0.03081732,"CD3E"
"Cell_6093",0,0.14519234,"CD3E"
"Cell_6142",0,0.029482448,"CD3E"
"Cell_6144",0,0.00039367526,"CD3E"
"Cell_6122",2.06031210935601,0.3536218,"CD3E"
"Cell_6205",0,0,"CD3E"
"Cell_6143",2.33873232042571,0.80549014,"CD3E"
"Cell_6170",0,0,"CD3E"
"Cell_6200",0,0.4063905,"CD3E"
"Cell_6121",0,0.17616804,"CD3E"
"Cell_6228",0,0.01881213,"CD3E"
"Cell_6204",0,0.016313178,"CD3E"
"Cell_6201",0,0.005239776,"CD3E"
"Cell_6202",4.01447672299024,0.8343577,"CD3E"
"Cell_6203",0,0.08702147,"CD3E"
"Cell_6227",0,0.0926933,"CD3E"
"Cell_6229",0,0,"CD3E"
"Cell_6247",0,0.23505433,"CD3E"
"Cell_6300",0,0.0044911862,"CD3E"
"Cell_6272",0,0.017511291,"CD3E"
"Cell_6248",0,0,"CD3E"
"Cell_6273",0,0.01955278,"CD3E"
"Cell_6349",0,0.058882155,"CD3E"
"Cell_6332",0,0.029365081,"CD3E"
"Cell_6333",0,0.008478913,"CD3E"
"Cell_6401",0,0,"CD3E"
"Cell_6400",0,0.036349,"CD3E"
"Cell_6399",0,0.107643284,"CD3E"
"Cell_6441",0,0.010304152,"CD3E"
"Cell_6457",0,0.18122292,"CD3E"
"Cell_6459",0,0.023953274,"CD3E"
"Cell_6479",0,0.36850944,"CD3E"
"Cell_6458",0,0.049789887,"CD3E"
"Cell_6481",0,0,"CD3E"
"Cell_6482",0,0,"CD3E"
"Cell_6480",0,0.11987133,"CD3E"
"Cell_6538",0,0.0027715608,"CD3E"
"Cell_6501",0,0.09301469,"CD3E"
"Cell_6483",0,0.10375424,"CD3E"
"Cell_6502",0,0.019983495,"CD3E"
"Cell_6503",0,0.009697062,"CD3E"
"Cell_6537",0,0,"CD3E"
"Cell_6536",0,0.09023967,"CD3E"
"Cell_6558",0,0.06134516,"CD3E"
"Cell_6560",0,0,"CD3E"
"Cell_6561",0,0.8527959,"CD3E"
"Cell_6582",0,0.2163667,"CD3E"
"Cell_6583",0,0,"CD3E"
"Cell_6585",0,0,"CD3E"
"Cell_6584",0,0.015111732,"CD3E"
"Cell_6610",0,0.0536411,"CD3E"
"Cell_6559",0,0.09480097,"CD3E"
"Cell_6611",0,0.011653572,"CD3E"
"Cell_6609",0,0.28186458,"CD3E"
"Cell_6636",0,0.08691843,"CD3E"
"Cell_6637",0,0.00386649,"CD3E"
"Cell_6681",0,0.68456936,"CD3E"
"Cell_6708",0,0,"CD3E"
"Cell_6707",0,0.8767826,"CD3E"
"Cell_6782",0,0.09287551,"CD3E"
"Cell_6748",0,0,"CD3E"
"Cell_6727",0,0.30233213,"CD3E"
"Cell_6745",0,0.070915066,"CD3E"
"Cell_6746",0,0.0063346657,"CD3E"
"Cell_6749",0,0,"CD3E"
"Cell_6747",0,0.083843485,"CD3E"
"Cell_6804",0,0.33881617,"CD3E"
"Cell_6805",0,0.54176,"CD3E"
"Cell_6728",0,0.70239466,"CD3E"
"Cell_6828",2.09801183022771,0.31773654,"CD3E"
"Cell_6806",0,0,"CD3E"
"Cell_6853",3.01642571253984,0.17917047,"CD3E"
"Cell_6854",0,0,"CD3E"
"Cell_6902",0,0.11650425,"CD3E"
"Cell_6880",0,0,"CD3E"
"Cell_6879",0,0.26864672,"CD3E"
"Cell_6901",0,0.026505752,"CD3E"
"Cell_6904",0,0.22410403,"CD3E"
"Cell_6906",0,0.038448695,"CD3E"
"Cell_6903",0,0.27009508,"CD3E"
"Cell_6928",0,0.0016413421,"CD3E"
"Cell_6905",0,0,"CD3E"
"Cell_6926",0,0.3419507,"CD3E"
"Cell_6927",0,0.12774526,"CD3E"
"Cell_6900",0,0.53644395,"CD3E"
"Cell_6953",0,0.003084606,"CD3E"
"Cell_7001",0,0.036157824,"CD3E"
"Cell_6978",0.681633921823133,0.16020863,"CD3E"
"Cell_6976",0,0.14655505,"CD3E"
"Cell_6998",0,0.14361335,"CD3E"
"Cell_6977",0,0.05530808,"CD3E"
"Cell_6952",0,0.08763375,"CD3E"
"Cell_6999",0,0.03168365,"CD3E"
"Cell_7026",0,0.0112859905,"CD3E"
"Cell_7000",0,0.032783195,"CD3E"
"Cell_7002",0,0,"CD3E"
"Cell_7025",0,0.015986264,"CD3E"
"Cell_7046",0,0,"CD3E"
"Cell_7048",0,0.52636826,"CD3E"
"Cell_7073",0,0.08271376,"CD3E"
"Cell_7047",0,0.023078624,"CD3E"
"Cell_7074",0,0.026365763,"CD3E"
"Cell_7075",0,0,"CD3E"
"Cell_7050",0,0.028779626,"CD3E"
"Cell_7098",0,0.21172345,"CD3E"
"Cell_7119",0,0.52430403,"CD3E"
"Cell_7120",0,0.16653728,"CD3E"
"Cell_7151",0,0.11043956,"CD3E"
"Cell_7152",0,0.0148265455,"CD3E"
"Cell_7201",0,0,"CD3E"
"Cell_7182",0,0.119864754,"CD3E"
"Cell_7150",0,0.07818077,"CD3E"
"Cell_7202",0,0,"CD3E"
"Cell_7183",0,0.38836846,"CD3E"
"Cell_7049",2.54829004451081,1.1800911,"CD3E"
"Cell_7261",0,0,"CD3E"
"Cell_7234",0,0.11245493,"CD3E"
"Cell_7262",0,0.012942485,"CD3E"
"Cell_7260",0,0.10893314,"CD3E"
"Cell_7233",0,0,"CD3E"
"Cell_7259",0,0.117690675,"CD3E"
"Cell_7280",0,0.01716477,"CD3E"
"Cell_7263",0.509526895466456,0.0065491996,"CD3E"
"Cell_7264",0,0.010770099,"CD3E"
"Cell_7279",0,0.28277764,"CD3E"
"Cell_7306",0,0.47366315,"CD3E"
"Cell_7307",0,0,"CD3E"
"Cell_7278",0,0.40142646,"CD3E"
"Cell_7305",0,0.28372335,"CD3E"
"Cell_7349",0,0.038511958,"CD3E"
"Cell_7330",0,0,"CD3E"
"Cell_7281",0,0,"CD3E"
"Cell_7348",0,0.034405373,"CD3E"
"Cell_7347",0,0.6962909,"CD3E"
"Cell_7443",0,0.042974308,"CD3E"
"Cell_7372",0,0.03458563,"CD3E"
"Cell_7402",0,0,"CD3E"
"Cell_7371",0.398008222109132,0.07552606,"CD3E"
"Cell_7403",0,0.0009383373,"CD3E"
"Cell_7400",0.732201546560081,0,"CD3E"
"Cell_7401",0,0,"CD3E"
"Cell_7426",0,0,"CD3E"
"Cell_7425",0,0.10336467,"CD3E"
"Cell_7422",0,0.15483776,"CD3E"
"Cell_7423",0,0.37211066,"CD3E"
"Cell_7512",0,0.027307479,"CD3E"
"Cell_7442",0,0.6443339,"CD3E"
"Cell_7424",0,0,"CD3E"
"Cell_7487",0,0.067747265,"CD3E"
"Cell_7464",0,0,"CD3E"
"Cell_7463",0,0.0073349564,"CD3E"
"Cell_7462",0,0.3332276,"CD3E"
"Cell_7444",0,0.09565279,"CD3E"
"Cell_7515",0,0.014350078,"CD3E"
