"","gt","pred","this_gene"
"Cell_3830",0,0,"IL7R"
"Cell_3783",0,0.5455673,"IL7R"
"Cell_3855",0.980202390448635,0,"IL7R"
"Cell_3761",0,0,"IL7R"
"Cell_3785",0,0,"IL7R"
"Cell_3853",0,0.056133546,"IL7R"
"Cell_3852",0,0.25191674,"IL7R"
"Cell_3854",0,0,"IL7R"
"Cell_3829",0,0.15494895,"IL7R"
"Cell_3804",0,0.120355584,"IL7R"
"Cell_3828",0,0,"IL7R"
"Cell_3856",0,0.4752067,"IL7R"
"Cell_3878",0,0.24100195,"IL7R"
"Cell_3879",0,0.11894312,"IL7R"
"Cell_3926",0,0.0029388547,"IL7R"
"Cell_4000",0,0.6030929,"IL7R"
"Cell_3927",0,0,"IL7R"
"Cell_3957",0,0.15413366,"IL7R"
"Cell_3925",0,0.1934375,"IL7R"
"Cell_3958",0,0.57410824,"IL7R"
"Cell_3975",0,0.044085156,"IL7R"
"Cell_3999",0,0.0423367,"IL7R"
"Cell_4022",0,0.17880456,"IL7R"
"Cell_4065",0,0.20604618,"IL7R"
"Cell_4023",0,0.2943864,"IL7R"
"Cell_4046",0,0.23751545,"IL7R"
"Cell_4024",3.83221729054222,0,"IL7R"
"Cell_4047",0,0.07825164,"IL7R"
"Cell_4085",0,0.03041227,"IL7R"
"Cell_4087",0,0.3324791,"IL7R"
"Cell_4086",0,0.18683378,"IL7R"
"Cell_4141",0,0.95167303,"IL7R"
"Cell_4143",0,0.08801273,"IL7R"
"Cell_4144",0,0.020659357,"IL7R"
"Cell_4142",0,0.5143785,"IL7R"
"Cell_4202",0,0,"IL7R"
"Cell_4177",0,0.5758195,"IL7R"
"Cell_4178",0,0.54332894,"IL7R"
"Cell_4115",0,0,"IL7R"
"Cell_4145",0,0.15913062,"IL7R"
"Cell_4200",0,0.08678277,"IL7R"
"Cell_4225",0,0,"IL7R"
"Cell_4201",0,0.6108263,"IL7R"
"Cell_4224",0,0.3975001,"IL7R"
"Cell_4226",0,0.17672274,"IL7R"
"Cell_4223",0,0.35490724,"IL7R"
"Cell_4277",0,0.049010694,"IL7R"
"Cell_4246",0,0,"IL7R"
"Cell_4247",0,0.04207313,"IL7R"
"Cell_4249",0,0.2741258,"IL7R"
"Cell_4302",0,0.012147317,"IL7R"
"Cell_4276",0,0.10095986,"IL7R"
"Cell_4304",0,0.50571775,"IL7R"
"Cell_4303",0,0,"IL7R"
"Cell_4305",3.2577927247455,1.0267693,"IL7R"
"Cell_4301",0,0.08703261,"IL7R"
"Cell_4306",0,0.09545854,"IL7R"
"Cell_4227",3.88166292655032,0.17387584,"IL7R"
"Cell_4335",0,0.42979583,"IL7R"
"Cell_4394",0,0.18957648,"IL7R"
"Cell_4395",0,0,"IL7R"
"Cell_4358",0,0.46835753,"IL7R"
"Cell_4418",0,0.017564595,"IL7R"
"Cell_4441",0,0.23117101,"IL7R"
"Cell_4417",0,0.12933415,"IL7R"
"Cell_4463",0,0,"IL7R"
"Cell_4494",0,0.08147782,"IL7R"
"Cell_4419",0,0.29614842,"IL7R"
"Cell_4442",0,0.21171045,"IL7R"
"Cell_4493",0,0.4216632,"IL7R"
"Cell_4510",0,0,"IL7R"
"Cell_4509",0,0.09581806,"IL7R"
"Cell_4540",0,0.20795691,"IL7R"
"Cell_4542",2.56603207543199,0.4738563,"IL7R"
"Cell_4543",0,0.46464404,"IL7R"
"Cell_4574",0,0.20820919,"IL7R"
"Cell_4511",3.91573981754483,1.1213938,"IL7R"
"Cell_4541",0,0.011279744,"IL7R"
"Cell_4544",0,0.3348636,"IL7R"
"Cell_4572",0,0,"IL7R"
"Cell_4605",0,0,"IL7R"
"Cell_4606",0,0.26433662,"IL7R"
"Cell_4608",0,0.14497735,"IL7R"
"Cell_4607",0,0.033211138,"IL7R"
"Cell_4573",0,0.7392377,"IL7R"
"Cell_4629",0,0.21220322,"IL7R"
"Cell_4627",0,0.5363816,"IL7R"
"Cell_4628",0,0.014779386,"IL7R"
"Cell_4571",0,0.3544182,"IL7R"
"Cell_4626",0,0.029569775,"IL7R"
"Cell_4646",0,0.27241048,"IL7R"
"Cell_4647",0,0,"IL7R"
"Cell_4645",0,0.17535266,"IL7R"
"Cell_4675",0,0.034160525,"IL7R"
"Cell_4604",0,1.4728535,"IL7R"
"Cell_4674",0,0.037389375,"IL7R"
"Cell_4676",0,0.00666517,"IL7R"
"Cell_4726",0,0.4250918,"IL7R"
"Cell_4727",0,0,"IL7R"
"Cell_4743",0,0.045796476,"IL7R"
"Cell_4744",0,0,"IL7R"
"Cell_4728",0,0.10858263,"IL7R"
"Cell_4742",0,0.050049998,"IL7R"
"Cell_4768",0,0.0025063276,"IL7R"
"Cell_4705",0,0.19600406,"IL7R"
"Cell_4851",0,0,"IL7R"
"Cell_4769",4.14196605878568,1.0643624,"IL7R"
"Cell_4799",0,0,"IL7R"
"Cell_4770",2.0160938757886,0.2710994,"IL7R"
"Cell_4849",0,0.63429993,"IL7R"
"Cell_4825",0,0.11024153,"IL7R"
"Cell_4800",4.90334102005775,1.2987763,"IL7R"
"Cell_4852",0,0.6289357,"IL7R"
"Cell_4826",0,0.15258262,"IL7R"
"Cell_4884",0,0,"IL7R"
"Cell_4883",0,0.03029795,"IL7R"
"Cell_4850",0,0.9357956,"IL7R"
"Cell_4885",0,0.033383846,"IL7R"
"Cell_4848",0,0.13255595,"IL7R"
"Cell_4853",4.33030724572936,0.74442977,"IL7R"
"Cell_4910",0,0,"IL7R"
"Cell_4909",0,0.86684144,"IL7R"
"Cell_4907",0,0,"IL7R"
"Cell_4886",0,0.09874152,"IL7R"
"Cell_4940",0,0.049583506,"IL7R"
"Cell_4939",0,0,"IL7R"
"Cell_4882",0,0.69746464,"IL7R"
"Cell_5002",0,0,"IL7R"
"Cell_4961",0,0.029653937,"IL7R"
"Cell_4999",0,0.0650317,"IL7R"
"Cell_5000",0,0,"IL7R"
"Cell_5033",2.13163873296182,0.9408497,"IL7R"
"Cell_5034",0,0.09776863,"IL7R"
"Cell_5001",0,0.1317719,"IL7R"
"Cell_5031",0,0.03519435,"IL7R"
"Cell_5032",0,0.20497565,"IL7R"
"Cell_5035",0,0,"IL7R"
"Cell_4937",0,0.074065134,"IL7R"
"Cell_5090",0,0.25220877,"IL7R"
"Cell_5003",0,0,"IL7R"
"Cell_5066",0,0.10908594,"IL7R"
"Cell_5089",0,0.18771067,"IL7R"
"Cell_5118",0,0.16860746,"IL7R"
"Cell_5088",2.90031120215831,0.24973491,"IL7R"
"Cell_5116",0,0.09035258,"IL7R"
"Cell_5143",0,0,"IL7R"
"Cell_5144",0,0.111252785,"IL7R"
"Cell_5145",0,0.0052365423,"IL7R"
"Cell_5142",0,0.06503967,"IL7R"
"Cell_5117",0,0,"IL7R"
"Cell_5139",0,0.6938326,"IL7R"
"Cell_5208",0,0,"IL7R"
"Cell_5140",0,0.38271388,"IL7R"
"Cell_5211",0,0.14471711,"IL7R"
"Cell_5210",0,0,"IL7R"
"Cell_5209",0,0.13840105,"IL7R"
"Cell_5192",0,0.07258835,"IL7R"
"Cell_5213",0,0.146318,"IL7R"
"Cell_5212",0,0.122416556,"IL7R"
"Cell_5268",0,0.10110759,"IL7R"
"Cell_5243",0,0,"IL7R"
"Cell_5242",0,0,"IL7R"
"Cell_5240",0,0.2544674,"IL7R"
"Cell_5269",0,0,"IL7R"
"Cell_5300",0,0.6602274,"IL7R"
"Cell_5295",0,0.75879955,"IL7R"
"Cell_5356",0,0,"IL7R"
"Cell_5298",0,0,"IL7R"
"Cell_5299",2.55712262148489,0.38928223,"IL7R"
"Cell_5297",0,0.6652567,"IL7R"
"Cell_5141",0.458921610819094,0,"IL7R"
"Cell_5354",0,0.20310567,"IL7R"
"Cell_5296",0,0.46631575,"IL7R"
"Cell_5330",0,0.46903124,"IL7R"
"Cell_5331",0,0.06315881,"IL7R"
"Cell_5357",0,0,"IL7R"
"Cell_5355",0,0.19627051,"IL7R"
"Cell_5332",0,0.1866042,"IL7R"
"Cell_5396",0,0,"IL7R"
"Cell_5376",0,0.018132443,"IL7R"
"Cell_5377",0,0.016971791,"IL7R"
"Cell_5397",0,0.57256734,"IL7R"
"Cell_5353",0,0.18798141,"IL7R"
"Cell_5420",0,0.008515579,"IL7R"
"Cell_5421",0,0,"IL7R"
"Cell_5448",0,0,"IL7R"
"Cell_5445",0,0.14637816,"IL7R"
"Cell_5446",0,0.024468089,"IL7R"
"Cell_5527",0,0.14791387,"IL7R"
"Cell_5447",0,0.046192978,"IL7R"
"Cell_5466",0,0,"IL7R"
"Cell_5494",0,0.075421356,"IL7R"
"Cell_5496",0,0.2916344,"IL7R"
"Cell_5528",0,0,"IL7R"
"Cell_5464",0,0.017143304,"IL7R"
"Cell_5567",0,0,"IL7R"
"Cell_5529",0,0.03396925,"IL7R"
"Cell_5422",0,0.04470606,"IL7R"
"Cell_5568",0,0,"IL7R"
"Cell_5610",0,0,"IL7R"
"Cell_5569",0,0.20591806,"IL7R"
"Cell_5591",0,0,"IL7R"
"Cell_5641",0,0,"IL7R"
"Cell_5593",0,1.1355644,"IL7R"
"Cell_5594",0,0,"IL7R"
"Cell_5639",0,0.05194806,"IL7R"
"Cell_5592",0,0,"IL7R"
"Cell_5640",0,0.30727148,"IL7R"
"Cell_5662",0,0,"IL7R"
"Cell_5643",0,0.06895176,"IL7R"
"Cell_5689",0,0,"IL7R"
"Cell_5642",0,0.20233956,"IL7R"
"Cell_5611",0,0,"IL7R"
"Cell_5716",0,0,"IL7R"
"Cell_5711",0,0,"IL7R"
"Cell_5713",0,0,"IL7R"
"Cell_5714",0,0.7811929,"IL7R"
"Cell_5712",0,0.95653117,"IL7R"
"Cell_5715",0,0.066601805,"IL7R"
"Cell_5737",0,0.0027860047,"IL7R"
"Cell_5767",0,0.05734634,"IL7R"
"Cell_5765",0,0.015718667,"IL7R"
"Cell_5770",0,0,"IL7R"
"Cell_5766",0,0.31174165,"IL7R"
"Cell_5769",0,0.034686025,"IL7R"
"Cell_5822",0,0,"IL7R"
"Cell_5771",0,0,"IL7R"
"Cell_5882",0,0,"IL7R"
"Cell_5849",0,0.03699537,"IL7R"
"Cell_5847",0,0,"IL7R"
"Cell_5688",0,0,"IL7R"
"Cell_5736",0,0,"IL7R"
"Cell_5820",0,0.118401624,"IL7R"
"Cell_5821",0,0.3026556,"IL7R"
"Cell_5878",0,0.4100136,"IL7R"
"Cell_5902",0,0.021473253,"IL7R"
"Cell_5880",0,0,"IL7R"
"Cell_5903",0,0.04826516,"IL7R"
"Cell_5879",0,0.013854766,"IL7R"
"Cell_5881",0,0,"IL7R"
"Cell_5988",0,0,"IL7R"
"Cell_5923",0,0,"IL7R"
"Cell_5968",0,0,"IL7R"
"Cell_5944",0,0,"IL7R"
"Cell_5943",0,0,"IL7R"
"Cell_5945",0,0,"IL7R"
"Cell_5967",0,0,"IL7R"
"Cell_5986",0,0.12698254,"IL7R"
"Cell_5984",0,0,"IL7R"
"Cell_5985",0,0.059957385,"IL7R"
"Cell_6015",0,0.94870865,"IL7R"
"Cell_5987",0,0.5205228,"IL7R"
"Cell_6016",0,0.07197466,"IL7R"
"Cell_6038",0,0.13756695,"IL7R"
"Cell_6036",0,0,"IL7R"
"Cell_6037",0,0.019455973,"IL7R"
"Cell_6041",0,0.05252212,"IL7R"
"Cell_6065",0,1.4158322,"IL7R"
"Cell_6092",0,0,"IL7R"
"Cell_6091",0,1.0306805,"IL7R"
"Cell_6040",0,0.38431716,"IL7R"
"Cell_6094",0,0,"IL7R"
"Cell_6090",0,0.23660569,"IL7R"
"Cell_6039",0,0.00211913,"IL7R"
"Cell_6066",0,0.0031614245,"IL7R"
"Cell_6093",0.695340735505761,0.12653947,"IL7R"
"Cell_6142",0,0.008805314,"IL7R"
"Cell_6144",0,0,"IL7R"
"Cell_6122",0,0.29831216,"IL7R"
"Cell_6205",0,0,"IL7R"
"Cell_6143",0.745392173332613,0.757449,"IL7R"
"Cell_6170",0,0.04331587,"IL7R"
"Cell_6200",0,0.37117484,"IL7R"
"Cell_6121",0,0.22323239,"IL7R"
"Cell_6228",0,0,"IL7R"
"Cell_6204",0,0,"IL7R"
"Cell_6201",0,0,"IL7R"
"Cell_6202",4.01447672299024,0.77638406,"IL7R"
"Cell_6203",0.406217393015444,0.07172645,"IL7R"
"Cell_6227",0,0.06069832,"IL7R"
"Cell_6229",0,0,"IL7R"
"Cell_6247",0,0.2391852,"IL7R"
"Cell_6300",0,0,"IL7R"
"Cell_6272",0,0,"IL7R"
"Cell_6248",0,0,"IL7R"
"Cell_6273",0,0,"IL7R"
"Cell_6349",0,0.06219564,"IL7R"
"Cell_6332",0,0,"IL7R"
"Cell_6333",0,0,"IL7R"
"Cell_6401",0,0,"IL7R"
"Cell_6400",0,0,"IL7R"
"Cell_6399",0,0.057788845,"IL7R"
"Cell_6441",0,0,"IL7R"
"Cell_6457",0,0.19025756,"IL7R"
"Cell_6459",0,0,"IL7R"
"Cell_6479",0,0.33297798,"IL7R"
"Cell_6458",0,0.03338971,"IL7R"
"Cell_6481",0,0,"IL7R"
"Cell_6482",0,0,"IL7R"
"Cell_6480",0,0.119045,"IL7R"
"Cell_6538",0,0,"IL7R"
"Cell_6501",0,0.0888179,"IL7R"
"Cell_6483",0,0.17531466,"IL7R"
"Cell_6502",0,0,"IL7R"
"Cell_6503",0,0,"IL7R"
"Cell_6537",0,0,"IL7R"
"Cell_6536",0,0.063567854,"IL7R"
"Cell_6558",0,0.025601557,"IL7R"
"Cell_6560",0,0,"IL7R"
"Cell_6561",0,0.96866083,"IL7R"
"Cell_6582",0,0.1585173,"IL7R"
"Cell_6583",0,0,"IL7R"
"Cell_6585",0,0,"IL7R"
"Cell_6584",0,0,"IL7R"
"Cell_6610",0,0,"IL7R"
"Cell_6559",0,0.09201177,"IL7R"
"Cell_6611",0,0,"IL7R"
"Cell_6609",0,0.20602229,"IL7R"
"Cell_6636",0,0.051635277,"IL7R"
"Cell_6637",0,0.0022369444,"IL7R"
"Cell_6681",0,0.6213352,"IL7R"
"Cell_6708",0,0,"IL7R"
"Cell_6707",0,0.8179664,"IL7R"
"Cell_6782",0,0.1270978,"IL7R"
"Cell_6748",0,0,"IL7R"
"Cell_6727",0,0.2414674,"IL7R"
"Cell_6745",0,0.071992986,"IL7R"
"Cell_6746",0,0,"IL7R"
"Cell_6749",0,0,"IL7R"
"Cell_6747",0,0.008571125,"IL7R"
"Cell_6804",0,0.38101992,"IL7R"
"Cell_6805",0,0.43194303,"IL7R"
"Cell_6728",0,0.7310788,"IL7R"
"Cell_6828",0,0.064027466,"IL7R"
"Cell_6806",0,0,"IL7R"
"Cell_6853",0,0.15022969,"IL7R"
"Cell_6854",0,0,"IL7R"
"Cell_6902",0,0.08189725,"IL7R"
"Cell_6880",0,0,"IL7R"
"Cell_6879",0,0.26288325,"IL7R"
"Cell_6901",0,0.036479484,"IL7R"
"Cell_6904",0,0.19406743,"IL7R"
"Cell_6906",0,0.06346214,"IL7R"
"Cell_6903",0,0.26355666,"IL7R"
"Cell_6928",0,0,"IL7R"
"Cell_6905",0,0,"IL7R"
"Cell_6926",0,0.41371465,"IL7R"
"Cell_6927",0,0.08118319,"IL7R"
"Cell_6900",0,0.6164918,"IL7R"
"Cell_6953",0,0,"IL7R"
"Cell_7001",0,0,"IL7R"
"Cell_6978",0,0.20296636,"IL7R"
"Cell_6976",0,0.09733573,"IL7R"
"Cell_6998",0,0.082295835,"IL7R"
"Cell_6977",0,0,"IL7R"
"Cell_6952",0,0.083409406,"IL7R"
"Cell_6999",0,0,"IL7R"
"Cell_7026",0,0,"IL7R"
"Cell_7000",0,0,"IL7R"
"Cell_7002",0,0,"IL7R"
"Cell_7025",0,0,"IL7R"
"Cell_7046",0,0,"IL7R"
"Cell_7048",0,0.57415694,"IL7R"
"Cell_7073",0,0.015611559,"IL7R"
"Cell_7047",0,0,"IL7R"
"Cell_7074",0,0.0034745156,"IL7R"
"Cell_7075",0,0,"IL7R"
"Cell_7050",0,0,"IL7R"
"Cell_7098",0,0.16691437,"IL7R"
"Cell_7119",0,0.6006607,"IL7R"
"Cell_7120",0,0.106136344,"IL7R"
"Cell_7151",0,0.10996115,"IL7R"
"Cell_7152",0,0,"IL7R"
"Cell_7201",0,0,"IL7R"
"Cell_7182",1.14703578961598,0.061644744,"IL7R"
"Cell_7150",0,0.050060272,"IL7R"
"Cell_7202",0,0,"IL7R"
"Cell_7183",0,0.3569107,"IL7R"
"Cell_7049",2.54829004451081,1.3273779,"IL7R"
"Cell_7261",0,0,"IL7R"
"Cell_7234",0,0.15958892,"IL7R"
"Cell_7262",0,0,"IL7R"
"Cell_7260",0,0.077556424,"IL7R"
"Cell_7233",0,0,"IL7R"
"Cell_7259",0,0.08293883,"IL7R"
"Cell_7280",0,0,"IL7R"
"Cell_7263",0,0,"IL7R"
"Cell_7264",0,0,"IL7R"
"Cell_7279",0,0.24708371,"IL7R"
"Cell_7306",0,0.38519406,"IL7R"
"Cell_7307",0,0,"IL7R"
"Cell_7278",0,0.3738176,"IL7R"
"Cell_7305",0,0.23251544,"IL7R"
"Cell_7349",0,0,"IL7R"
"Cell_7330",0,0,"IL7R"
"Cell_7281",0,0,"IL7R"
"Cell_7348",0,0,"IL7R"
"Cell_7347",0,0.6707303,"IL7R"
"Cell_7443",0,0.015044123,"IL7R"
"Cell_7372",0,0.01530385,"IL7R"
"Cell_7402",0,0,"IL7R"
"Cell_7371",0,0.022077298,"IL7R"
"Cell_7403",0,0,"IL7R"
"Cell_7400",0,0,"IL7R"
"Cell_7401",0,0,"IL7R"
"Cell_7426",0,0,"IL7R"
"Cell_7425",1.71808631995715,0.024808347,"IL7R"
"Cell_7422",0,0.19828749,"IL7R"
"Cell_7423",0,0.33056316,"IL7R"
"Cell_7512",0,0,"IL7R"
"Cell_7442",0,0.65726554,"IL7R"
"Cell_7424",0,0.02750164,"IL7R"
"Cell_7487",0,0,"IL7R"
"Cell_7464",0,0,"IL7R"
"Cell_7463",0,0,"IL7R"
"Cell_7462",0,0.35184976,"IL7R"
"Cell_7444",0,0.021225607,"IL7R"
"Cell_7515",0,0,"IL7R"
"Cell_7488",0,0,"IL7R"
"Cell_7511",0,0.19504787,"IL7R"
"Cell_7513",0,0,"IL7R"
"Cell_7510",0,0.4207348,"IL7R"
"Cell_7540",0,0.04007261,"IL7R"
"Cell_7514",0,0,"IL7R"
"Cell_7568",0,0.19260709,"IL7R"
"Cell_7542",0,0,"IL7R"
"Cell_7541",0,0.019203722,"IL7R"
"Cell_7600",0,0,"IL7R"
"Cell_7567",0,0.025529942,"IL7R"
"Cell_7569",4.00517676535261,0.34362108,"IL7R"
"Cell_7599",0,0.18098108,"IL7R"
"Cell_7648",0,0,"IL7R"
"Cell_7645",0,0.016731206,"IL7R"
"Cell_7647",0,0.062876344,"IL7R"
"Cell_7646",0,0.22998655,"IL7R"
"Cell_7675",0,0,"IL7R"
"Cell_7680",0,0.002853796,"IL7R"
"Cell_7674",0,0.28648803,"IL7R"
"Cell_7677",0,0.21585996,"IL7R"
"Cell_7678",0,0.026925135,"IL7R"
"Cell_7679",0,0,"IL7R"
"Cell_7676",0,0.6386986,"IL7R"
"Cell_7698",0,0,"IL7R"
"Cell_7697",0,0.25624144,"IL7R"
"Cell_7721",0,0,"IL7R"
"Cell_7719",0,0.008707404,"IL7R"
"Cell_7747",0,0,"IL7R"
"Cell_7720",0,0.097447716,"IL7R"
"Cell_7769",0,0.0034623265,"IL7R"
"Cell_7770",0,0,"IL7R"
"Cell_7768",0,0,"IL7R"
"Cell_7852",0,0.028870562,"IL7R"
