"","gt","pred","this_gene"
"cell391",1.40786281905157,0.28986636,"ABCC11"
"cell392",0,1.7827853,"ABCC11"
"cell394",0,0.020354865,"ABCC11"
"cell395",1.65510877204796,1.7845414,"ABCC11"
"cell397",2.17750971439919,1.8858271,"ABCC11"
"cell404",0,0.825164,"ABCC11"
"cell405",0,0,"ABCC11"
"cell406",3.55426304310912,1.2028306,"ABCC11"
"cell408",0,0.14946614,"ABCC11"
"cell410",3.93826656315516,1.779587,"ABCC11"
"cell412",0,0,"ABCC11"
"cell414",1.90909332736159,1.1468774,"ABCC11"
"cell416",0,0.006399058,"ABCC11"
"cell420",3.26271538569432,1.7250041,"ABCC11"
"cell424",3.11714250035906,1.6551955,"ABCC11"
"cell425",0,1.4566131,"ABCC11"
"cell427",0,2.1881025,"ABCC11"
"cell428",0,0.019438433,"ABCC11"
"cell429",0,0,"ABCC11"
"cell430",0,2.1475718,"ABCC11"
"cell436",0,0.030610977,"ABCC11"
"cell440",0,2.2137673,"ABCC11"
"cell443",0,0,"ABCC11"
"cell447",0,1.3014035,"ABCC11"
"cell449",4.13211448339623,2.2226584,"ABCC11"
"cell450",0,1.5297903,"ABCC11"
"cell451",0,0.11667391,"ABCC11"
"cell452",0,0.89761907,"ABCC11"
"cell453",0,0.030529836,"ABCC11"
"cell454",0,0,"ABCC11"
"cell457",0,0,"ABCC11"
"cell458",0,0.026143063,"ABCC11"
"cell459",1.92277581501429,0.89447576,"ABCC11"
"cell460",2.50405069127029,0,"ABCC11"
"cell461",0,0.8400304,"ABCC11"
"cell463",3.42898857143971,1.8269398,"ABCC11"
"cell464",0,0,"ABCC11"
"cell465",0,1.3837805,"ABCC11"
"cell471",0,0,"ABCC11"
"cell472",4.24124869441861,2.312833,"ABCC11"
"cell473",0,0,"ABCC11"
"cell475",1.92738665291646,2.0685499,"ABCC11"
"cell476",1.08373437209559,0.70794815,"ABCC11"
"cell480",3.69393253768486,0,"ABCC11"
"cell483",0,2.1658633,"ABCC11"
"cell484",0,1.063488,"ABCC11"
"cell485",0,2.0135167,"ABCC11"
"cell486",0,0.832677,"ABCC11"
"cell487",0,0,"ABCC11"
"cell488",0,1.307691,"ABCC11"
"cell489",1.85650932760105,1.6176723,"ABCC11"
"cell490",3.02943483457487,1.4648341,"ABCC11"
"cell491",0,0.09913788,"ABCC11"
"cell492",2.90949346296237,2.3495262,"ABCC11"
"cell493",0,0,"ABCC11"
"cell494",1.8823835129038,1.381358,"ABCC11"
"cell496",4.58676647051091,1.2280327,"ABCC11"
"cell502",2.67212508967549,0,"ABCC11"
"cell503",0,0,"ABCC11"
"cell504",0,1.656313,"ABCC11"
"cell505",0,0.41330966,"ABCC11"
"cell506",0,0.022351671,"ABCC11"
"cell508",0,0.2654154,"ABCC11"
"cell509",0,0.010660518,"ABCC11"
"cell512",0,0.000248605,"ABCC11"
"cell513",0,0.8334962,"ABCC11"
"cell515",0,0,"ABCC11"
"cell516",0,0.9715414,"ABCC11"
"cell518",0,0.7834177,"ABCC11"
"cell519",0,0.088359,"ABCC11"
"cell520",0,2.0370111,"ABCC11"
"cell523",0,0.027833179,"ABCC11"
"cell527",0,0,"ABCC11"
"cell529",0,0.56809276,"ABCC11"
"cell535",0,1.0832282,"ABCC11"
"cell537",0,0.12993209,"ABCC11"
"cell539",0,1.5822903,"ABCC11"
"cell540",0,0,"ABCC11"
"cell548",2.02526644825879,1.1829185,"ABCC11"
"cell550",3.07244255270299,1.0508074,"ABCC11"
"cell552",0,0.385004,"ABCC11"
"cell555",0,0,"ABCC11"
"cell556",0,1.9705256,"ABCC11"
"cell559",0,0.1078573,"ABCC11"
"cell560",0,0.0801779,"ABCC11"
"cell561",0,0.09952422,"ABCC11"
"cell563",0,0,"ABCC11"
"cell564",0,0,"ABCC11"
"cell565",0,0,"ABCC11"
"cell566",0,0,"ABCC11"
"cell570",1.05292685148674,0,"ABCC11"
"cell571",0,0.0069674538,"ABCC11"
"cell572",0,0,"ABCC11"
"cell573",0,0,"ABCC11"
"cell574",0,0.06650668,"ABCC11"
"cell575",0,0,"ABCC11"
"cell576",0,0,"ABCC11"
"cell577",0,0.06675634,"ABCC11"
"cell578",0,0,"ABCC11"
"cell579",0,0,"ABCC11"
"cell580",0,0,"ABCC11"
"cell582",0,0,"ABCC11"
"cell583",0,0,"ABCC11"
"cell584",0,0,"ABCC11"
"cell587",0,0.013856961,"ABCC11"
"cell588",0,0,"ABCC11"
"cell589",0,0.37061322,"ABCC11"
"cell592",0,0,"ABCC11"
"cell593",0,0.11645986,"ABCC11"
"cell594",0,0.041992467,"ABCC11"
"cell595",0,0.1727116,"ABCC11"
"cell598",0,0.054845065,"ABCC11"
"cell600",0,0.03885634,"ABCC11"
"cell601",0,1.5883923,"ABCC11"
"cell602",0,1.8092018,"ABCC11"
"cell606",0,0.04860829,"ABCC11"
"cell609",0,0.3087994,"ABCC11"
"cell611",0,1.3780518,"ABCC11"
"cell612",2.21510960373381,1.6955312,"ABCC11"
"cell614",0,0.26047027,"ABCC11"
"cell617",0,0.23900247,"ABCC11"
"cell618",2.43972367779945,1.9045347,"ABCC11"
"cell619",2.11005660729204,0.9569187,"ABCC11"
"cell620",1.61673288704393,0.09862344,"ABCC11"
"cell621",0,0.050575912,"ABCC11"
"cell623",1.18868325921738,0.7761385,"ABCC11"
"cell626",0,0.04718372,"ABCC11"
"cell627",0,0.047690805,"ABCC11"
"cell629",0.821847030400661,1.8348235,"ABCC11"
"cell631",2.03247154306338,1.2739776,"ABCC11"
"cell633",0,0.037816297,"ABCC11"
"cell634",0,1.0164841,"ABCC11"
"cell635",0,0.2407906,"ABCC11"
"cell638",0,0,"ABCC11"
"cell639",0,0.060085755,"ABCC11"
"cell640",0.870932194685659,2.3883963,"ABCC11"
"cell641",2.76752273076646,2.3925512,"ABCC11"
"cell643",0,0.0920582,"ABCC11"
"cell644",2.37497767790356,1.9135088,"ABCC11"
"cell645",0,0,"ABCC11"
"cell647",0,0.09383976,"ABCC11"
"cell650",0,0.66070753,"ABCC11"
"cell652",0,0.036662746,"ABCC11"
"cell653",0,0.95795995,"ABCC11"
"cell655",2.20692309208364,1.159718,"ABCC11"
"cell657",0,0.058518674,"ABCC11"
"cell658",0.808642641200421,0.7557438,"ABCC11"
"cell659",0,0.105332494,"ABCC11"
"cell663",0,0.38630682,"ABCC11"
"cell664",0,0.044141356,"ABCC11"
"cell665",0,0.20489788,"ABCC11"
"cell666",0,0.14268142,"ABCC11"
"cell668",0,0.11870074,"ABCC11"
"cell669",1.17440617618656,0.46517864,"ABCC11"
"cell670",0,0,"ABCC11"
"cell674",0,0.6748292,"ABCC11"
"cell675",0,0.034917038,"ABCC11"
"cell676",0,0.50762546,"ABCC11"
"cell677",0,1.8132809,"ABCC11"
"cell678",2.0699135402242,1.3782567,"ABCC11"
"cell679",0,0.8379117,"ABCC11"
"cell680",0.804337380794045,0.99853724,"ABCC11"
"cell682",0,0.7114417,"ABCC11"
"cell683",0,2.5373273,"ABCC11"
"cell685",0,0.5089603,"ABCC11"
"cell686",2.64483883018077,1.6759127,"ABCC11"
"cell687",1.06809845900354,0.87555,"ABCC11"
"cell689",0,0,"ABCC11"
"cell690",0.752358436929792,0.16068503,"ABCC11"
"cell691",0,1.3536236,"ABCC11"
"cell692",0,0.14576392,"ABCC11"
"cell693",0,0.42155433,"ABCC11"
"cell696",0,0,"ABCC11"
"cell697",0,2.0479722,"ABCC11"
"cell698",0,0.37143007,"ABCC11"
"cell699",0,0.3768982,"ABCC11"
"cell702",1.01689336948003,0.39341044,"ABCC11"
"cell704",2.17017005169467,1.3220439,"ABCC11"
"cell705",0,1.2476705,"ABCC11"
"cell707",2.58466574009002,0.5323836,"ABCC11"
"cell708",2.00225275477274,1.1022117,"ABCC11"
"cell710",0,0.24566002,"ABCC11"
"cell711",0.644030052405981,1.6961426,"ABCC11"
"cell713",2.26941587304328,1.9211953,"ABCC11"
"cell714",0,1.3607906,"ABCC11"
"cell718",0,0.14072643,"ABCC11"
"cell719",0,0.2625518,"ABCC11"
"cell720",0,0,"ABCC11"
"cell722",0,0.07974201,"ABCC11"
"cell723",0,0.17255838,"ABCC11"
"cell724",0,0,"ABCC11"
"cell727",0,0.027137136,"ABCC11"
"cell735",0.404592826322399,0.3436366,"ABCC11"
"cell736",0,0.37069854,"ABCC11"
"cell738",0,2.1385753,"ABCC11"
"cell739",0,0.23188686,"ABCC11"
"cell742",0.657927456398366,1.7923974,"ABCC11"
"cell747",0,0.12139155,"ABCC11"
"cell748",0,0.025679702,"ABCC11"
"cell751",0,0.56359255,"ABCC11"
"cell752",0,0.71557283,"ABCC11"
"cell755",1.67506439304406,0.35012978,"ABCC11"
"cell756",1.91590665427692,0.35686913,"ABCC11"
"cell759",0,1.1679987,"ABCC11"
"cell762",0,2.2958438,"ABCC11"
"cell763",0.737718829756124,1.7407974,"ABCC11"
"cell764",0,0,"ABCC11"
"cell765",1.21836762880007,2.2903845,"ABCC11"
"cell766",0,0.4623034,"ABCC11"
"cell769",0,0.13920598,"ABCC11"
"cell771",1.36764625325269,1.7065672,"ABCC11"
"cell772",0,0.5361263,"ABCC11"
"cell774",0,0.06879305,"ABCC11"
"cell775",0,0.06382183,"ABCC11"
"cell777",0,0.058971673,"ABCC11"
"cell779",0,0.11831708,"ABCC11"
"cell780",0,0.3645296,"ABCC11"
"cell781",2.53022023907472,1.4016229,"ABCC11"
"cell782",0,0,"ABCC11"
"cell784",0,1.223408,"ABCC11"
"cell785",0,0.04134375,"ABCC11"
"cell789",0,0.0035473283,"ABCC11"
"cell792",0,0.010247894,"ABCC11"
"cell793",1.48865730027107,1.1961215,"ABCC11"
"cell795",2.50980800009388,1.180465,"ABCC11"
"cell796",0,0.08778154,"ABCC11"
"cell797",0,0.3847352,"ABCC11"
"cell798",0,0.37980625,"ABCC11"
"cell799",2.12849083581182,1.0419797,"ABCC11"
"cell801",0,0,"ABCC11"
"cell802",0,0.2051742,"ABCC11"
"cell803",1.91819013315086,1.2049501,"ABCC11"
"cell806",0,0,"ABCC11"
"cell807",0,0.014483333,"ABCC11"
"cell808",0,0,"ABCC11"
"cell809",0,0.0234594,"ABCC11"
"cell811",0,0.053972866,"ABCC11"
"cell813",0,0.120101266,"ABCC11"
"cell815",0,0,"ABCC11"
"cell817",0,0.07252845,"ABCC11"
"cell822",2.33476858956481,0.058521923,"ABCC11"
"cell824",1.28956056587637,0.59456617,"ABCC11"
"cell826",1.94070116680547,0.80216056,"ABCC11"
"cell828",0,0.042540338,"ABCC11"
"cell830",1.26048298061213,0.19512074,"ABCC11"
"cell831",0,0.02445619,"ABCC11"
"cell832",0,0.083066106,"ABCC11"
"cell833",0,0.07758457,"ABCC11"
"cell834",1.57142937366731,1.2056497,"ABCC11"
"cell835",0,0.02814411,"ABCC11"
"cell837",0,0.24002002,"ABCC11"
"cell839",0,0,"ABCC11"
"cell841",0,0.08524382,"ABCC11"
"cell842",0,0.14915806,"ABCC11"
"cell843",0,0.08971665,"ABCC11"
"cell844",0,0.03474413,"ABCC11"
"cell846",0,0.08475322,"ABCC11"
"cell847",0,0.04188327,"ABCC11"
"cell848",0,0.06118768,"ABCC11"
"cell849",0,0,"ABCC11"
"cell850",0,0.08677928,"ABCC11"
"cell851",0,0.15274473,"ABCC11"
"cell852",0,0.035966676,"ABCC11"
"cell853",0,0,"ABCC11"
"cell854",0,0.092228755,"ABCC11"
"cell855",0,0.02832886,"ABCC11"
"cell856",0,0.3625487,"ABCC11"
"cell857",0,0.4537993,"ABCC11"
"cell858",0,0.051724445,"ABCC11"
"cell859",0,0.05479902,"ABCC11"
"cell861",0,0.023426522,"ABCC11"
"cell862",0,0.07065232,"ABCC11"
"cell863",0,0.17434412,"ABCC11"
"cell867",0,0.07544391,"ABCC11"
"cell868",0,0.024715785,"ABCC11"
"cell869",0,0.13098763,"ABCC11"
"cell870",1.73828349847956,0.062349815,"ABCC11"
"cell871",0,0.12965769,"ABCC11"
"cell873",0,0.048742592,"ABCC11"
"cell874",0,0.0813944,"ABCC11"
"cell875",0,0,"ABCC11"
"cell876",0,0.037394904,"ABCC11"
"cell877",0,0.042581495,"ABCC11"
"cell879",0,0.29825956,"ABCC11"
"cell881",0,0,"ABCC11"
"cell885",0,0.13631128,"ABCC11"
"cell886",0,0.03105194,"ABCC11"
"cell887",0,0.12701805,"ABCC11"
"cell889",0,0.10723641,"ABCC11"
"cell890",0,0.11438402,"ABCC11"
"cell891",0,0.3880218,"ABCC11"
"cell894",0,0,"ABCC11"
"cell895",0,0,"ABCC11"
"cell897",0,0.066660546,"ABCC11"
"cell898",0,0.08765948,"ABCC11"
"cell899",0,0.09709989,"ABCC11"
"cell900",0,0.0253997,"ABCC11"
"cell901",0,0.11345754,"ABCC11"
"cell902",0,0.08309602,"ABCC11"
"cell905",0,0,"ABCC11"
"cell906",0,0.119591676,"ABCC11"
"cell908",0,0.07928767,"ABCC11"
"cell909",0,0.01779308,"ABCC11"
"cell910",0,0.38045838,"ABCC11"
"cell911",0,0.07140773,"ABCC11"
"cell912",0,0,"ABCC11"
"cell915",0,0.2051771,"ABCC11"
"cell916",0,0.14001678,"ABCC11"
"cell917",0,0,"ABCC11"
"cell918",0,0.6148649,"ABCC11"
"cell920",0,0.28868023,"ABCC11"
"cell921",0,0.078902714,"ABCC11"
"cell922",0,0,"ABCC11"
"cell926",0,1.5383209,"ABCC11"
"cell927",0,0.1425063,"ABCC11"
"cell928",0,0.048918713,"ABCC11"
"cell929",0,0.014873862,"ABCC11"
"cell930",0,0.12328174,"ABCC11"
"cell935",0,0.08750841,"ABCC11"
"cell937",0,0.07893812,"ABCC11"
"cell938",0,0.040467065,"ABCC11"
"cell940",0,0,"ABCC11"
"cell941",0,0.26028568,"ABCC11"
"cell942",0,0.016013578,"ABCC11"
"cell944",0,0,"ABCC11"
"cell945",0,0.031718608,"ABCC11"
"cell946",0,0,"ABCC11"
"cell947",0,0,"ABCC11"
"cell948",0,0,"ABCC11"
"cell952",0,0,"ABCC11"
"cell954",0,0,"ABCC11"
"cell955",0,0,"ABCC11"
"cell956",0,0,"ABCC11"
"cell957",0,0,"ABCC11"
"cell959",0,0,"ABCC11"
"cell961",0,0,"ABCC11"
"cell962",0,0,"ABCC11"
"cell964",0,0,"ABCC11"
"cell965",0,0.029815936,"ABCC11"
"cell966",0,0,"ABCC11"
"cell970",0,0,"ABCC11"
"cell971",0,0.002555626,"ABCC11"
"cell973",0,0,"ABCC11"
"cell975",0,0,"ABCC11"
"cell980",0,0.14389658,"ABCC11"
"cell981",0,0,"ABCC11"
"cell983",0,0,"ABCC11"
"cell984",0,0,"ABCC11"
"cell985",0,0,"ABCC11"
"cell986",0,0,"ABCC11"
"cell987",0,0,"ABCC11"
"cell989",0,0,"ABCC11"
"cell991",0,0.004960819,"ABCC11"
"cell992",0,0,"ABCC11"
"cell994",0,0,"ABCC11"
"cell995",0,0.014823094,"ABCC11"
"cell996",0,0,"ABCC11"
"cell997",0,0,"ABCC11"
"cell998",0,0,"ABCC11"
"cell1000",0,0,"ABCC11"
"cell1001",0,0,"ABCC11"
"cell1002",0,0,"ABCC11"
"cell1007",0,0.017140893,"ABCC11"
"cell1008",0,0,"ABCC11"
"cell1009",0,0,"ABCC11"
"cell1010",0,0,"ABCC11"
"cell1011",0,0.015641216,"ABCC11"
"cell1012",0,0,"ABCC11"
"cell1014",0,0,"ABCC11"
"cell1017",0,0,"ABCC11"
"cell1019",0,0.4779813,"ABCC11"
"cell1020",0,0,"ABCC11"
"cell1021",0,0.08018587,"ABCC11"
"cell1023",1.03819836805962,0.02000714,"ABCC11"
"cell1024",0,0,"ABCC11"
"cell1026",0,0,"ABCC11"
"cell1028",0,0,"ABCC11"
"cell1029",0,0,"ABCC11"
"cell1030",0,0.059930798,"ABCC11"
"cell1032",0,0,"ABCC11"
"cell1034",0,0,"ABCC11"
"cell1037",0,0,"ABCC11"
"cell1038",0,0,"ABCC11"
"cell1039",0,0,"ABCC11"
"cell1040",0,0,"ABCC11"
"cell1041",0,0.011228772,"ABCC11"
"cell1042",0,0,"ABCC11"
"cell1045",0,0,"ABCC11"
"cell1047",0,0,"ABCC11"
"cell1050",0,0,"ABCC11"
"cell1053",0,0,"ABCC11"
"cell1054",0,0.11190771,"ABCC11"
"cell1056",0,0,"ABCC11"
"cell1057",0,0,"ABCC11"
"cell1058",0,0,"ABCC11"
"cell1061",0,0,"ABCC11"
"cell1062",0,0,"ABCC11"
"cell1065",0,0,"ABCC11"
"cell1067",0,0,"ABCC11"
"cell1070",0,0,"ABCC11"
"cell1071",0,0.002157551,"ABCC11"
"cell1072",0,0,"ABCC11"
"cell1073",0,0.058467645,"ABCC11"
"cell1074",0,0,"ABCC11"
"cell1075",0,0,"ABCC11"
"cell1076",0,0,"ABCC11"
"cell1077",0,0,"ABCC11"
"cell1078",0,0,"ABCC11"
"cell1079",0,0,"ABCC11"
"cell1081",0,0,"ABCC11"
"cell1082",0,0,"ABCC11"
"cell1085",0,0,"ABCC11"
"cell1086",0,0.1206702,"ABCC11"
"cell1087",0,0,"ABCC11"
"cell1088",0,0.008325004,"ABCC11"
"cell1091",0,0,"ABCC11"
"cell1092",0,0,"ABCC11"
"cell1094",0,0,"ABCC11"
"cell1095",0,0.58924097,"ABCC11"
"cell1097",0,0,"ABCC11"
"cell1098",0,0,"ABCC11"
"cell1099",0,0,"ABCC11"
"cell1100",0,0.07885869,"ABCC11"
"cell1101",0,0,"ABCC11"
"cell1102",0,0,"ABCC11"
"cell1103",0,0.116992734,"ABCC11"
"cell1104",0,0,"ABCC11"
"cell1105",0,0,"ABCC11"
"cell1106",0,0,"ABCC11"
"cell1107",0,0,"ABCC11"
"cell1110",0,0,"ABCC11"
"cell1111",0,0,"ABCC11"
"cell1113",0,0,"ABCC11"
"cell1114",0,0.033954274,"ABCC11"
"cell1115",0,0.14626779,"ABCC11"
"cell1116",0,0,"ABCC11"
"cell1120",0,0,"ABCC11"
"cell1122",0,0.3724318,"ABCC11"
"cell1123",0,0,"ABCC11"
"cell1125",0,0,"ABCC11"
"cell1129",0,0,"ABCC11"
"cell1130",0,0,"ABCC11"
"cell1131",0,0.043414455,"ABCC11"
"cell1132",0,0,"ABCC11"
"cell1134",0,0,"ABCC11"
"cell1136",0,0,"ABCC11"
"cell1137",0,0,"ABCC11"
"cell1138",0,0,"ABCC11"
"cell1139",0,0,"ABCC11"
"cell1144",0,0.012279162,"ABCC11"
"cell1145",0,0.35592806,"ABCC11"
"cell1147",0,0.19044136,"ABCC11"
"cell1148",0,0,"ABCC11"
"cell1151",0,0,"ABCC11"
"cell1152",0,0.410899,"ABCC11"
"cell1153",0,0,"ABCC11"
"cell1154",0,0,"ABCC11"
"cell1155",0,0.0040132543,"ABCC11"
"cell1160",0,0,"ABCC11"
"cell1162",0,0.015105671,"ABCC11"
"cell1163",0,0,"ABCC11"
"cell1164",0,0.02983178,"ABCC11"
"cell1166",0,0.27926278,"ABCC11"
"cell1168",0,0.064310335,"ABCC11"
"cell1171",0,0.36610866,"ABCC11"
"cell1173",0,0.028904904,"ABCC11"
"cell1176",0,0,"ABCC11"
"cell1178",0,0.09184324,"ABCC11"
"cell1180",0,0.0946469,"ABCC11"
"cell1189",0,0.05862264,"ABCC11"
"cell1190",0,0.0022837787,"ABCC11"
"cell1191",0,0.041913677,"ABCC11"
"cell1192",0,0.41129628,"ABCC11"
"cell1193",0,0.28932735,"ABCC11"
"cell1194",0,0.009759059,"ABCC11"
"cell1195",0,0.6313499,"ABCC11"
"cell1196",0,0,"ABCC11"
"cell1199",0,0,"ABCC11"
"cell1201",0,0,"ABCC11"
"cell1202",0,0.0423719,"ABCC11"
"cell1206",0,0.26677853,"ABCC11"
"cell1210",0,0,"ABCC11"
"cell1213",0,0.40776005,"ABCC11"
"cell1215",0,0.08068433,"ABCC11"
"cell1216",0,0,"ABCC11"
"cell1218",0,0,"ABCC11"
"cell1219",0,0,"ABCC11"
"cell1220",0,0.006032694,"ABCC11"
"cell1221",0,0,"ABCC11"
"cell1223",0,0,"ABCC11"
"cell1225",0,0,"ABCC11"
"cell1227",0,0,"ABCC11"
"cell1228",0,0,"ABCC11"
"cell1230",0,0,"ABCC11"
"cell1232",0,0,"ABCC11"
"cell1233",0.620461923180687,0,"ABCC11"
"cell1235",0,0,"ABCC11"
"cell1236",0,0,"ABCC11"
"cell1237",0,0,"ABCC11"
"cell1238",0,0,"ABCC11"
"cell1239",0,0,"ABCC11"
"cell1240",0,0,"ABCC11"
"cell1242",0,0,"ABCC11"
"cell1244",0,0,"ABCC11"
"cell1245",0,0,"ABCC11"
"cell1247",0,0,"ABCC11"
"cell1248",0,0,"ABCC11"
"cell1251",0,0,"ABCC11"
"cell1252",0,0,"ABCC11"
"cell1253",0,0,"ABCC11"
"cell1255",0,0,"ABCC11"
"cell1256",0,0,"ABCC11"
"cell1257",0,0,"ABCC11"
"cell1260",0,0,"ABCC11"
"cell1262",0,0.20641454,"ABCC11"
"cell1264",0,0.06419434,"ABCC11"
"cell1265",0,0.15222315,"ABCC11"
"cell1266",0,0.1027086,"ABCC11"
"cell1267",0,0.04970375,"ABCC11"
"cell1270",0,0.050495505,"ABCC11"
"cell1272",0,0.032975804,"ABCC11"
"cell1274",0,0.15710752,"ABCC11"
"cell1275",0,0.19108485,"ABCC11"
