"","gt","pred"
"Cell_2461",4.03012902817208,1.789751
"Cell_2472",3.55137930155098,2.4553802
"Cell_2434",3.80030442177485,0.50256497
"Cell_2474",2.84403069763744,1.9469452
"Cell_2490",3.39221399875223,1.5202712
"Cell_2473",3.30748589013264,2.5291753
"Cell_2519",2.87608085116484,0.5018019
"Cell_2535",2.69650297758824,1.9502846
"Cell_2537",3.40029866804407,1.6310443
"Cell_2627",3.14590870614836,2.251667
"Cell_2539",3.05796847072319,1.5459472
"Cell_2583",3.61266938393501,1.9975456
"Cell_2598",0,1.1184932
"Cell_2597",2.76240322150559,0.97676516
"Cell_2628",3.4092985576221,2.449964
"Cell_2648",3.65197147864996,1.6441319
"Cell_2681",0,2.2214887
"Cell_2650",0,0.18639739
"Cell_2704",3.38899542186505,1.9135851
"Cell_2538",3.20316703831781,0.98667336
"Cell_2706",0,0.26736867
"Cell_2754",0.761876977713921,0.98407966
"Cell_2649",1.41210803177444,0.82753986
"Cell_2796",3.2153071776225,2.4054937
"Cell_2772",3.45847580444295,1.0985755
"Cell_2705",1.41438044505033,0.3483127
"Cell_2826",3.25931894708039,2.2718163
"Cell_2797",0,0.11037207
"Cell_2827",1.50571970434086,1.6259882
"Cell_2875",3.29183764271115,1.3327216
"Cell_2855",0,2.210059
"Cell_2856",3.66199661780366,1.51406
"Cell_2876",0,0.10409906
"Cell_2935",3.33135490331641,2.158939
"Cell_2891",2.61177476342774,1.811168
"Cell_2892",3.5460267163022,0.5716211
"Cell_2985",2.5179649942416,1.7628908
"Cell_3006",3.50094399210198,0.902613
"Cell_3033",1.8673712134881,0.30579183
"Cell_2873",3.02461282597492,1.5221007
"Cell_3082",3.59136752223327,2.1287982
"Cell_3052",2.65962845197281,1.7075052
"Cell_3081",2.85909529672995,1.8307751
"Cell_3102",1.02643169265973,0.9054419
"Cell_3131",0,1.9797596
"Cell_3130",3.1713242319633,2.7654045
"Cell_3158",0,0.22014602
"Cell_3179",2.79527117359601,0.19171499
"Cell_3182",2.63065343189315,1.4102172
"Cell_3177",2.44392658955598,0.91949415
"Cell_3202",2.22156636192732,0.7436854
"Cell_3256",2.57389183792171,1.0387124
"Cell_3255",3.01642571253984,1.5859908
"Cell_3203",0,1.4186922
"Cell_3302",4.08154540906643,1.2176913
"Cell_3280",3.20210027011595,1.9551815
"Cell_3281",2.28001714339399,0.83705103
"Cell_3303",3.77689340596438,1.760808
"Cell_3327",0,0.9764695
"Cell_3325",3.50403540939271,2.1401105
"Cell_3282",2.53866162600915,0.5991168
"Cell_3229",2.8641633488237,1.5714219
"Cell_3326",3.59062863789855,1.868239
"Cell_3351",3.61751383215564,0.46381393
"Cell_3353",3.43632697596289,1.9997243
"Cell_3369",3.85519960334439,2.2447734
"Cell_3352",3.4676819603337,0.5783301
"Cell_3395",0,0.24489057
"Cell_3396",3.01061402370262,1.2017783
"Cell_3419",3.84246634074466,1.3703105
"Cell_3447",2.92822268221181,2.0399845
"Cell_3393",3.46702203625314,1.3731775
"Cell_3446",2.64504052026795,1.1352891
"Cell_3465",3.63462176954472,1.7207355
"Cell_3445",3.07932588290422,0.6728137
"Cell_3467",2.30720017829696,1.156666
"Cell_3466",1.93641012609997,1.3013154
"Cell_3543",3.23289373125236,1.4463837
"Cell_3517",3.50403540939271,0.36450204
"Cell_3544",2.18908364144225,1.6529772
"Cell_3542",0.876481572146049,0.17777316
"Cell_3488",2.82917147182371,0.19495098
"Cell_3597",2.00414289726222,0.52562976
"Cell_3570",3.91204439416205,2.1211386
"Cell_3569",3.99901430640602,0.5683624
"Cell_3595",2.43504553160789,1.4783598
"Cell_3596",3.53161605265533,0.71981066
"Cell_3599",2.97636205050854,1.2569156
"Cell_3593",2.79527117359601,1.4206187
"Cell_3594",4.10581923188237,1.1533259
"Cell_3572",0,1.0418317
"Cell_3620",1.40533778545981,0.6086943
"Cell_3571",2.98426101016189,2.129731
"Cell_3619",0,0.33683455
"Cell_3646",2.96851853734658,0.9847795
"Cell_3644",3.75391398173293,2.0346375
"Cell_3643",3.43194586408915,3.181027
"Cell_3701",3.55137930155098,2.8068037
"Cell_3758",3.95584446908445,1.2945627
"Cell_3618",0,0.37541306
"Cell_3672",2.62590152955848,0.9151829
"Cell_3725",3.77303393566825,2.271581
"Cell_3703",0,0.24887161
"Cell_3645",3.55327408981445,2.3941267
"Cell_3760",4.11405291823107,0.40236393
"Cell_3782",2.92508637800432,1.8955017
"Cell_3759",2.90031120215831,2.0024948
"Cell_3757",1.55012180547318,0.36312088
"Cell_3784",2.86772500475672,0.8651666
"Cell_3827",0,0.74527264
"Cell_3803",1.3746452808056,0.40166163
"Cell_3830",3.45847580444295,1.2360486
"Cell_3783",3.47347178067347,1.2205944
"Cell_3855",3.54845678806489,1.7943575
"Cell_3761",1.93299015182092,0.45963106
"Cell_3785",4.65647523513609,1.1176295
"Cell_3853",3.47851223887767,1.8225459
"Cell_3852",2.00414289726222,0.43043908
"Cell_3854",3.64126577618435,2.0251122
"Cell_3829",0,0.35938728
"Cell_3804",1.6019593593363,0.12081325
"Cell_3828",4.04398406394444,2.3020139
"Cell_3856",3.42445068257625,0.23781128
"Cell_3878",3.29183764271115,1.4528631
"Cell_3879",0,0.96932524
"Cell_3926",3.69727008691832,2.2591085
"Cell_4000",2.99221612598823,1.6726992
"Cell_3927",3.22400196349541,2.1255386
"Cell_3957",3.07932588290422,1.4036276
"Cell_3925",3.9344770617083,1.4853395
"Cell_3958",0,0.21645522
"Cell_3975",2.91884030647318,0.76974005
"Cell_3999",3.51179870793843,1.7733406
"Cell_4022",3.14590870614836,1.0467576
"Cell_4065",2.95299507747803,1.5090007
"Cell_4023",0,0.26619098
"Cell_4046",0,0.17224966
"Cell_4024",0,0.8765451
"Cell_4047",1.8897537490511,0.631492
"Cell_4085",3.28323332743568,2.311384
"Cell_4087",0,0.08533158
"Cell_4086",2.87792586875785,0.95453846
"Cell_4141",0,0.29865903
"Cell_4143",3.5780026098545,1.9327748
"Cell_4144",3.32562786864743,2.5782661
"Cell_4142",2.95685570976677,0.49381313
"Cell_4202",3.40029866804407,2.2140656
"Cell_4177",0,0.4911058
"Cell_4178",2.50294439620786,0.5528286
"Cell_4115",3.93312944249208,2.3120706
"Cell_4145",0,0.4929679
"Cell_4200",2.16656101921724,1.8125597
"Cell_4225",3.59348108602647,2.3626983
"Cell_4201",2.10796875110395,0.61036724
"Cell_4224",3.37223918612167,1.1966876
"Cell_4226",2.67940011365646,2.0841753
"Cell_4223",3.07216202349379,1.2442721
"Cell_4277",3.48865683037092,0.3989817
"Cell_4246",2.29012018893011,2.0454884
"Cell_4247",3.19594744456997,2.0732164
"Cell_4249",0,0.0992577
"Cell_4302",3.3301377559997,1.3159504
"Cell_4276",3.68025007766374,2.169853
"Cell_4304",1.65777325044062,0.9273483
"Cell_4303",3.70694147682646,2.4288263
"Cell_4305",3.45847580444295,0.7426524
"Cell_4301",3.77431909818203,1.678027
"Cell_4306",0,0.78209645
"Cell_4227",0,0
"Cell_4335",2.19060490056096,1.3972391
"Cell_4394",2.72009138593514,1.1031796
"Cell_4395",2.64988060519954,2.1482303
"Cell_4358",2.674422223898,1.2616738
"Cell_4418",4.14540746208195,1.2225144
"Cell_4441",0,1.0786074
"Cell_4417",3.59136752223327,1.5530593
"Cell_4463",3.20559516565509,1.6313078
"Cell_4494",3.07693291027767,1.9539816
"Cell_4419",0,0.8885382
"Cell_4442",1.59305644965443,0.09235665
"Cell_4493",2.5137057980317,0.65012896
"Cell_4510",4.22405985153995,1.8967993
"Cell_4509",2.35852159419028,1.2325515
"Cell_4540",3.85395323318352,2.0015502
"Cell_4542",1.40086301840817,0.13127343
"Cell_4543",2.59323363614355,0.64785475
"Cell_4574",0,0.12022217
"Cell_4511",0,0.027789954
"Cell_4541",3.53539177795883,2.2374418
"Cell_4544",2.88208853558089,1.6907424
"Cell_4572",3.19784298308082,2.1941285
"Cell_4605",3.55327408981445,2.2814162
"Cell_4606",1.91944737275672,0.41462156
"Cell_4608",0,0.8139047
"Cell_4607",3.51961213190332,1.5972102
"Cell_4573",0,0.07254346
"Cell_4629",1.1925807790083,0.11896165
"Cell_4627",1.81839795926117,0.03789715
"Cell_4628",3.55987901397519,2.0664585
"Cell_4571",0,0.4649429
"Cell_4626",3.82015440818039,1.3484373
"Cell_4646",0,0.2883786
"Cell_4647",3.81906352220592,2.3159444
"Cell_4645",4.05557887101441,1.9736722
"Cell_4675",2.915109527197,1.879288
"Cell_4604",3.3841838041967,0.22926445
"Cell_4674",3.51961213190332,1.8615187
"Cell_4676",3.70293285545447,2.312467
"Cell_4726",3.21254332507482,0.82217807
"Cell_4727",2.455892669583,2.3175015
"Cell_4743",3.70189273812865,2.1894064
"Cell_4744",3.42580687355667,2.120702
"Cell_4728",0,0.19584382
"Cell_4742",3.7797448925512,2.2568672
"Cell_4768",3.06327026744439,2.0323787
"Cell_4705",3.34753975075136,1.3013878
"Cell_4851",2.60246267246714,2.0621808
"Cell_4769",0,0.00875895
"Cell_4799",3.50403540939271,1.8155068
"Cell_4770",0.686141284642864,0.056183632
"Cell_4849",3.66132572908375,0.5347819
"Cell_4825",2.5840863619006,2.0575001
"Cell_4800",1.96074445673065,0.0015394193
"Cell_4852",2.94722913189695,1.1284422
"Cell_4826",0,0.2127765
"Cell_4884",2.92258371640148,1.9207894
"Cell_4883",3.21658502223686,0.954659
"Cell_4850",2.49684609583033,0.40947494
"Cell_4885",3.44956717712814,2.7296567
"Cell_4848",3.97994676912351,2.1304114
"Cell_4853",0,0.10064025
"Cell_4910",3.81833679267346,2.3265655
"Cell_4909",2.6402227498088,0.25022167
"Cell_4907",3.73217986446823,2.1809433
"Cell_4886",0,0.19907147
"Cell_4940",0,1.3348205
"Cell_4939",2.81020711444891,2.0588353
"Cell_4882",2.79527117359601,0.61664706
"Cell_5002",3.32467605654148,1.8524202
"Cell_4961",0,1.1718162
"Cell_4999",2.5840863619006,1.8128427
"Cell_5000",4.13682113393017,2.3779352
"Cell_5033",0,0.35390094
"Cell_5034",1.26318649064904,1.2242659
"Cell_5001",2.99621496793527,2.2992187
"Cell_5031",3.58399871874742,0.61913055
"Cell_5032",0,0.27567625
"Cell_5035",1.9821699268872,2.27128
"Cell_4937",2.3750181003195,2.1885602
"Cell_5090",3.57458944839354,1.3123333
"Cell_5003",3.38018892450057,2.0369327
"Cell_5066",1.86108633303544,0.88840145
"Cell_5089",2.95685570976677,0.9132785
"Cell_5118",0,0.5373842
"Cell_5088",2.90031120215831,1.4351281
"Cell_5116",3.20450187950526,1.6722298
"Cell_5143",3.18201606432495,2.2212415
"Cell_5144",1.85484926367148,0.19823234
"Cell_5145",2.13163873296182,0.47028732
"Cell_5142",3.36041341118377,2.051748
"Cell_5117",3.16899043444456,1.9091946
"Cell_5139",2.1489326980197,0.42907262
"Cell_5208",3.74258150534096,2.1810863
"Cell_5140",4.04279058263811,0.39938292
"Cell_5211",1.95232248620782,0.4202369
"Cell_5210",1.97020076633392,2.1313787
"Cell_5209",3.24113451976373,0.45783576
"Cell_5192",1.01955135863194,0.22975042
"Cell_5213",0,0.538505
"Cell_5212",0,0.5552461
"Cell_5268",3.55137930155098,1.6079028
"Cell_5243",1.7666460109283,2.2518125
"Cell_5242",3.41327460479184,2.3930025
"Cell_5240",3.69644642920053,1.2512602
"Cell_5269",3.66661889712058,2.614083
"Cell_5300",0,0.7404393
"Cell_5295",2.93768521145074,1.2662554
"Cell_5356",4.45530199982504,2.035443
"Cell_5298",2.87437039514257,2.2384048
"Cell_5299",0,0.14259553
"Cell_5297",3.26621168927837,0.44362456
"Cell_5141",3.26511012325698,2.3948848
"Cell_5354",3.85395323318352,1.9973179
"Cell_5296",3.92211872811045,1.2241884
"Cell_5330",3.33135490331641,1.0988024
"Cell_5331",3.59304846862091,2.1456437
"Cell_5357",3.49478478369307,2.212322
"Cell_5355",3.16005803550493,1.5913258
"Cell_5332",0,0.15097003
"Cell_5396",2.77052648773446,2.0439312
"Cell_5376",3.87404500331785,2.3661172
"Cell_5377",1.15584951764529,1.5400944
"Cell_5397",0,0.5206397
"Cell_5353",3.20690847001126,2.3339791
"Cell_5420",3.91675614137736,2.1746056
"Cell_5421",3.32295065104831,2.3733215
"Cell_5448",3.75729168691471,1.2988905
"Cell_5445",3.0956113811706,1.7181994
"Cell_5446",3.6573594814607,1.7407757
"Cell_5527",3.65197147864996,0.9320917
"Cell_5447",3.78792810814184,2.610971
"Cell_5466",1.80660397850632,1.1025347
"Cell_5494",3.24943392875055,2.3899846
"Cell_5496",0,0.09408485
"Cell_5528",3.51961213190332,1.9130728
"Cell_5464",3.9856370705363,2.350759
"Cell_5567",3.4988874316409,2.0564497
"Cell_5529",3.4902664358666,1.7074136
"Cell_5422",2.69955009610506,0.6258486
"Cell_5568",3.81539957136486,2.0649922
"Cell_5610",3.40980054606887,2.0115392
"Cell_5569",0,0.12123092
"Cell_5591",3.40029866804407,2.140063
"Cell_5641",2.8641633488237,2.6644816
"Cell_5593",0,0.08148756
"Cell_5594",1.8673712134881,0.97319853
"Cell_5639",3.7650025638562,2.3658154
"Cell_5592",3.43226984213697,1.959966
"Cell_5640",3.78724411956706,1.7675263
"Cell_5662",3.13831654670298,2.0653784
"Cell_5643",2.3750181003195,0.23142472
"Cell_5689",2.73624083262623,2.4249723
"Cell_5642",0,0.15718043
"Cell_5611",3.82169445441089,2.3723896
"Cell_5716",3.41937861148483,1.4837655
"Cell_5711",3.61913291436405,2.411719
"Cell_5713",2.98074347106041,1.8782686
"Cell_5714",3.80030442177485,1.347971
"Cell_5712",3.31143066690313,0.6106331
"Cell_5715",0,0.4100326
"Cell_5737",3.80030442177485,2.2060916
"Cell_5767",3.07073465484421,1.9052323
"Cell_5765",4.20845878885087,1.676137
"Cell_5770",2.2601280735994,0.8138529
"Cell_5766",3.98808358995163,1.5460472
"Cell_5769",0,0.61963004
"Cell_5822",3.34976401944758,1.001507
"Cell_5771",3.38338375487712,1.8343533
"Cell_5882",3.69463631192046,0.7006751
"Cell_5849",3.12777115892337,1.8241236
"Cell_5847",2.69955009610506,2.4667895
"Cell_5688",3.55663025408485,2.4194543
"Cell_5736",3.51961213190332,2.1140988
"Cell_5820",3.40789411131272,1.6416949
"Cell_5821",1.24471532683308,0.3208494
"Cell_5878",3.00291155314656,0.8641247
"Cell_5902",4.12829168888056,0.91713476
"Cell_5880",3.81615913238561,2.364849
"Cell_5903",3.91498914678693,1.7046795
"Cell_5879",3.48588165012902,1.7297925
"Cell_5881",2.47534177125037,1.734053
"Cell_5988",3.44661225868797,1.0234859
"Cell_5923",3.72392087815512,2.075378
"Cell_5968",3.16899043444456,2.0562546
"Cell_5944",2.1489326980197,0.84472847
"Cell_5943",3.32585193596693,1.9057788
"Cell_5945",2.96982196880781,1.2065398
"Cell_5967",3.05444766678292,2.3737657
"Cell_5986",2.53605139736844,1.4344476
"Cell_5984",2.33517733859893,2.319751
"Cell_5985",1.53364807766066,1.7963333
"Cell_6015",2.8641633488237,0.25293776
"Cell_5987",2.72268723344822,1.0179862
"Cell_6016",1.42818248911977,0.86461204
"Cell_6038",3.15739175719833,1.0758901
"Cell_6036",2.28001714339399,2.1031005
"Cell_6037",3.75391398173293,2.5657334
"Cell_6041",1.90611962154421,0.5590713
"Cell_6065",3.28323332743568,0.025997503
"Cell_6092",1.62933873651233,1.8942146
"Cell_6091",2.75523385000017,0.70399827
"Cell_6040",0,0.53481597
"Cell_6094",3.69644642920053,0.8890956
"Cell_6090",4.0864732808653,1.4238096
"Cell_6039",3.32899334961875,2.7053697
"Cell_6066",3.86798369179672,2.8941686
"Cell_6093",0.695340735505761,1.7412392
"Cell_6142",1.11726963769875,2.888575
"Cell_6144",3.33403704728453,1.034112
"Cell_6122",1.63869643400052,1.3989624
"Cell_6205",2.80196681993517,1.1602491
"Cell_6143",2.51979585706159,0.9777816
"Cell_6170",3.38969874299797,2.925526
"Cell_6200",2.11466849278668,0.67408335
"Cell_6121",2.87308930191386,0.36414033
"Cell_6228",2.69519975340534,2.3881137
"Cell_6204",2.77543011341706,1.2640104
"Cell_6201",3.40599071502363,2.0204024
"Cell_6202",0,0.12655479
"Cell_6203",1.97337624536985,0.6039362
"Cell_6227",2.76781189398186,1.96787
"Cell_6229",3.69463631192046,1.4992772
"Cell_6247",3.37919229649762,1.6171464
"Cell_6300",2.85405063187416,2.2133715
"Cell_6272",2.97636205050854,1.8920292
"Cell_6248",3.52291713574355,2.199706
"Cell_6273",3.26426346944386,2.1332827
"Cell_6349",3.03700608463623,1.3904581
"Cell_6332",1.67734912899976,1.8244381
"Cell_6333",3.30129656567951,1.5458404
"Cell_6401",2.7886168063214,2.2065575
"Cell_6400",3.44858139597631,2.2622974
"Cell_6399",2.6402227498088,2.2748184
"Cell_6441",2.74368510086538,1.7547657
"Cell_6457",4.4773413457886,0.7485563
"Cell_6459",3.06859695971228,2.0113795
"Cell_6479",3.5578336609314,1.8247029
"Cell_6458",3.08325254738134,2.9118812
"Cell_6481",3.56883500888677,1.9863068
"Cell_6482",3.1368041173504,2.6479475
"Cell_6480",1.77785867539154,1.2191762
"Cell_6538",3.6994691941658,2.3301744
"Cell_6501",1.91275697599363,0.6981755
"Cell_6483",0,0.23238778
"Cell_6502",3.16761981379358,1.0525087
"Cell_6503",3.13787150771789,1.4442122
"Cell_6537",3.09336228644016,2.7354858
"Cell_6536",0,1.0731474
"Cell_6558",2.93768521145074,1.649485
"Cell_6560",3.26621168927837,2.2514708
"Cell_6561",0,0.087239645
"Cell_6582",3.28152000399655,1.7197987
"Cell_6583",3.44967675834312,2.7028148
"Cell_6585",2.82917147182371,0.91693467
"Cell_6584",3.33470853510771,2.4585884
"Cell_6610",3.69257084776128,2.1272788
"Cell_6559",2.05505474995439,1.3571582
"Cell_6611",2.735762336568,2.3910358
"Cell_6609",3.80637861919876,1.4080552
"Cell_6636",3.66602964286173,1.6001923
"Cell_6637",2.87085098539349,1.2215636
"Cell_6681",3.45306875445321,0.54463816
"Cell_6708",3.529554305714,1.0941768
"Cell_6707",2.55269679611274,1.0642976
"Cell_6782",2.42041822173818,0.25896582
"Cell_6748",3.69181605196383,3.0142663
"Cell_6727",4.04528259184943,1.7467883
"Cell_6745",3.47851223887767,2.6162941
"Cell_6746",3.21471787670028,2.3522413
"Cell_6749",2.42916866365478,1.4283211
"Cell_6747",3.2301596981461,2.1132534
"Cell_6804",2.30033149995816,0.23679435
"Cell_6805",3.32098184197021,1.8140732
"Cell_6728",0,0.2981972
"Cell_6828",3.97868571018815,0.65668344
"Cell_6806",3.22199590309353,1.0223125
"Cell_6853",4.31548971285572,0.687128
"Cell_6854",3.65197147864996,2.444741
"Cell_6902",3.61266938393501,1.5321906
"Cell_6880",3.1925432699733,1.8857088
"Cell_6879",2.92214265716464,2.3843744
"Cell_6901",4.28967947175544,1.252622
"Cell_6904",3.70919199025286,1.23191
"Cell_6906",2.21030101758481,2.8716033
"Cell_6903",2.8205964594092,0.6722221
"Cell_6928",3.49205740769213,1.713225
"Cell_6905",3.44106971913708,2.0632715
"Cell_6926",3.05796847072319,0.11878323
"Cell_6927",3.72392087815512,1.9284782
"Cell_6900",0,0.31633705
"Cell_6953",3.07693291027767,2.4401903
"Cell_7001",2.57244369134807,1.1415278
"Cell_6978",1.14268173621148,0.07589688
"Cell_6976",2.00414289726222,1.7585394
"Cell_6998",3.28152000399655,1.7296705
"Cell_6977",3.92440473476571,2.3375041
"Cell_6952",3.01642571253984,2.687909
"Cell_6999",3.28037917630817,2.2563283
"Cell_7026",3.13077424935752,2.450337
"Cell_7000",3.35609316618271,2.1996605
"Cell_7002",3.40029866804407,1.3162837
"Cell_7025",3.47347178067347,1.4090225
"Cell_7046",3.88166292655032,2.0754468
"Cell_7048",0.902213856542712,0.07559125
"Cell_7073",3.64037782939375,1.9488052
"Cell_7047",3.60623978820745,1.9227875
"Cell_7074",2.80364723489068,1.8502468
"Cell_7075",3.68025007766374,0.85993356
"Cell_7050",3.50262923950701,0.71918976
"Cell_7098",3.89372782189577,1.118713
"Cell_7119",2.55712262148489,0.35360482
"Cell_7120",3.47851223887767,1.5540895
"Cell_7151",1.31348010999807,1.190329
"Cell_7152",2.89542223847437,2.1160374
"Cell_7201",2.89697546489818,1.3626821
"Cell_7182",2.55049104509421,2.1423278
"Cell_7150",3.48255983996824,2.461483
"Cell_7202",3.24113451976373,1.150324
"Cell_7183",0,0.15994152
"Cell_7049",2.90031120215831,0.053592797
"Cell_7261",3.37223918612167,1.8546222
"Cell_7234",2.03433339821107,0.13019483
"Cell_7262",2.08165905326547,1.7474526
"Cell_7260",3.48865683037092,2.1720607
"Cell_7233",3.31143066690313,2.215316
"Cell_7259",2.27600579950185,1.3949775
"Cell_7280",2.00414289726222,1.0310386
"Cell_7263",3.03578502363338,1.7234538
"Cell_7264",3.17232587712622,1.6849034
"Cell_7279",3.22879508414025,1.1243169
"Cell_7306",3.65197147864996,1.1355156
"Cell_7307",2.90031120215831,2.3533654
"Cell_7278",3.44530129287925,1.0603721
"Cell_7305",3.9438753133292,1.5808227
"Cell_7349",3.54908244976747,2.4624195
"Cell_7330",3.45847580444295,1.6812571
"Cell_7281",3.48630818563683,0.8396694
"Cell_7348",2.80084799292929,2.2768514
"Cell_7347",3.14590870614836,0.5340573
"Cell_7443",3.45252938534532,2.542809
"Cell_7372",3.69816114547594,2.4918923
"Cell_7402",3.07625012776436,1.5100614
"Cell_7371",3.48104039647218,2.1398828
"Cell_7403",3.25062438846094,1.5233341
"Cell_7400",3.65197147864996,2.2164936
"Cell_7401",3.22879508414025,1.5096003
"Cell_7426",3.36041341118377,2.4297094
"Cell_7425",1.71808631995715,1.553328
"Cell_7422",3.24113451976373,0.600227
"Cell_7423",1.58426163223573,0.38266546
"Cell_7512",2.98294063648368,2.2515926
"Cell_7442",3.46595043088053,0.45050463
"Cell_7424",3.42062009876433,3.0925264
"Cell_7487",2.02668727494107,0.86585253
"Cell_7464",3.0474387278212,1.3713578
"Cell_7463",3.88166292655032,1.2097933
"Cell_7462",2.8641633488237,0.46433264
"Cell_7444",1.59305644965443,1.32804
"Cell_7515",2.86268273969784,1.9954356
"Cell_7488",2.97636205050854,1.8603519
"Cell_7511",3.53539177795883,1.6244195
"Cell_7513",3.40029866804407,1.9841942
"Cell_7510",3.51961213190332,0.6763477
"Cell_7540",3.81861625410278,2.1039507
"Cell_7514",1.58426163223573,0.8972659
"Cell_7568",0,0.19397786
"Cell_7542",3.20622036334822,2.4634235
"Cell_7541",4.13879751931449,2.224891
"Cell_7600",3.40467475437542,0.6592152
"Cell_7567",3.45847580444295,1.3505229
"Cell_7569",0,0.67435926
"Cell_7599",3.66820675303385,1.7416381
"Cell_7648",2.61881413086383,1.4089907
"Cell_7645",3.57302826997828,1.8203541
"Cell_7647",3.48255983996824,2.9139106
"Cell_7646",3.66703996563065,1.4955987
"Cell_7675",3.40436164410622,1.9089657
"Cell_7680",3.68845024992408,1.3112367
"Cell_7674",3.38338375487712,0.9553054
"Cell_7677",2.98624449646039,0.8312254
"Cell_7678",4.29570664620049,2.8222258
"Cell_7679",2.59783785395955,0.85674727
"Cell_7676",3.18822510550902,0.6111491
"Cell_7698",3.13507806273141,1.8207318
"Cell_7697",3.54495902226642,0.7352725
"Cell_7721",3.40288259731738,1.845361
"Cell_7719",2.36398943971639,1.3950998
"Cell_7747",3.57540477052193,2.6503563
"Cell_7720",3.32689814588487,2.2552185
"Cell_7769",0,0.72067446
"Cell_7770",3.18463890044337,1.5732201
"Cell_7768",3.4988874316409,2.2881978
"Cell_7852",3.14590870614836,2.8587835
"Cell_7766",2.96072977420096,2.3436787
"Cell_7794",0,0.39168173
"Cell_7792",3.6152507053061,2.1850173
"Cell_7824",2.6402227498088,2.5073981
"Cell_7793",0,0.086938836
"Cell_7823",4.11140061731083,0.9760029
"Cell_7853",4.28292433538799,2.7330668
"Cell_7826",3.44129271390781,1.2468138
"Cell_7855",3.62432839647994,0.6988539
"Cell_7889",3.01642571253984,1.2670147
"Cell_7888",0,1.2673961
"Cell_7856",2.87010589475841,0.5721752
"Cell_7825",2.83781468274322,0.38310364
"Cell_7854",3.20851564028394,2.5489023
"Cell_7886",3.02461282597492,2.1931446
"Cell_7939",2.76240322150559,2.0185697
"Cell_7914",2.86925498265935,1.5928397
"Cell_7912",2.67940011365646,0.42760244
"Cell_7910",3.97616734105242,1.6186415
"Cell_7963",3.60399738558025,1.996356
"Cell_7911",3.69142485783428,1.8528346
"Cell_7913",3.47970129957509,1.5923558
