"","gt","pred"
"Cell_2280",2.38057952529561,1.8419688
"Cell_2326",2.69955009610506,1.975325
"Cell_2223",4.16275367975176,0.4815409
"Cell_2279",3.07216202349379,2.3059924
"Cell_2301",4.65390926740244,1.686567
"Cell_2299",3.62889257119286,0.6562897
"Cell_2379",3.84032420401321,1.2271494
"Cell_2410",2.95685570976677,2.383143
"Cell_2436",3.90427827810472,1.3683233
"Cell_2461",4.30349020143817,1.8106451
"Cell_2472",3.17678817503868,2.385501
"Cell_2434",2.90031120215831,0.49201486
"Cell_2474",3.53539177795883,2.391876
"Cell_2490",2.34230042720263,2.0781515
"Cell_2473",2.66453658613335,2.547866
"Cell_2519",2.87608085116484,0.49991494
"Cell_2535",3.20530352195343,1.7443751
"Cell_2537",4.21128140419843,2.246331
"Cell_2627",3.51961213190332,2.3729799
"Cell_2539",2.55712262148489,2.1093576
"Cell_2583",4.45026793520613,2.426481
"Cell_2598",0,1.2086552
"Cell_2597",3.27469161926939,0.91027015
"Cell_2628",3.66112161809069,2.5882769
"Cell_2648",3.12328122244626,1.8985627
"Cell_2681",0,2.5338662
"Cell_2650",0,0.36493084
"Cell_2704",3.62889257119286,1.8126227
"Cell_2538",3.78353756734708,1.3970664
"Cell_2706",2.90031120215831,0.39069661
"Cell_2754",1.62624566498152,1.3034655
"Cell_2649",1.41210803177444,1.0865664
"Cell_2796",2.73778821214994,2.633418
"Cell_2772",2.90031120215831,1.1028013
"Cell_2705",0,0.5074807
"Cell_2826",3.57458944839354,2.4557836
"Cell_2797",0,0.24205254
"Cell_2827",2.22630071516279,1.9435841
"Cell_2875",2.97075392415686,1.2569104
"Cell_2855",0,2.2111108
"Cell_2856",3.56382207125736,1.6327518
"Cell_2876",2.27002040675713,0.24320512
"Cell_2935",2.96331998770637,2.410755
"Cell_2891",3.48865683037092,2.0926676
"Cell_2892",2.85405063187416,0.50556415
"Cell_2985",2.18453484284584,1.7471809
"Cell_3006",4.29116184069822,1.1411868
"Cell_3033",0,0.41210005
"Cell_2873",3.02461282597492,1.8090876
"Cell_3082",2.227884178908,2.4776523
"Cell_3052",4.08373323614156,1.9629793
"Cell_3081",3.02666893518039,2.0966816
"Cell_3102",3.21658502223686,0.74995196
"Cell_3131",1.53364807766066,1.9235808
"Cell_3130",3.03700608463623,2.5302277
"Cell_3158",1.64817376615491,0.35317132
"Cell_3179",1.31348010999807,0.3290673
"Cell_3182",3.89221337843223,1.5771273
"Cell_3177",3.5972947372706,0.915369
"Cell_3202",3.58399871874742,1.0462054
"Cell_3256",3.74258150534096,1.3462528
"Cell_3255",2.73839672605368,1.6521263
"Cell_3203",1.50964144287131,2.0071542
"Cell_3302",4.33030724572936,1.4518732
"Cell_3280",2.91884030647318,1.9822994
"Cell_3281",2.76240322150559,1.0936288
"Cell_3303",3.30673599928509,1.7807778
"Cell_3327",3.55137930155098,1.0821971
"Cell_3325",3.84426579598007,2.3623922
"Cell_3282",1.28874195102455,0.563881
"Cell_3229",3.03182567202512,1.5485756
"Cell_3326",2.43799707147919,2.2644944
"Cell_3351",1.93299015182092,0.4556315
"Cell_3353",4.27964387235086,2.1561127
"Cell_3369",3.72763061733796,2.4476092
"Cell_3352",2.28404549613699,0.63979375
"Cell_3395",0,0.46583652
"Cell_3396",3.59608001156516,1.3786707
"Cell_3419",1.2658729191317,1.5718979
"Cell_3447",3.91168267901824,2.2577548
"Cell_3393",3.80030442177485,1.4332495
"Cell_3446",3.28666749371776,0.9961573
"Cell_3465",3.02461282597492,1.9566386
"Cell_3445",3.27712576747831,0.72215855
"Cell_3467",3.82416247497749,1.48905
"Cell_3466",2.57244369134807,1.3794346
"Cell_3543",3.90713392361798,1.4496865
"Cell_3517",1.84251616448965,0.3127011
"Cell_3544",2.18908364144225,1.6152214
"Cell_3542",2.776366679487,0.22120138
"Cell_3488",2.82917147182371,0.39273795
"Cell_3597",0,0.45406324
"Cell_3570",2.58956498638318,2.305559
"Cell_3569",2.93768521145074,0.6066446
"Cell_3595",2.92822268221181,1.5809678
"Cell_3596",2.70790529496151,0.76714104
"Cell_3599",3.26115304605562,1.4923974
"Cell_3593",3.54780829369038,1.4879831
"Cell_3594",2.67940011365646,1.1367471
"Cell_3572",1.33723425042697,2.1074243
"Cell_3620",2.10352981646245,0.6960234
"Cell_3571",1.91275697599363,2.278117
"Cell_3619",0,0.43140087
"Cell_3646",3.40029866804407,1.2498194
"Cell_3644",2.72702777970616,2.3590143
"Cell_3643",2.7814539681696,2.6696243
"Cell_3701",3.75608431039795,2.7818284
"Cell_3758",3.95584446908445,1.4560245
"Cell_3618",1.8673712134881,0.52403075
"Cell_3672",0.719479110225916,0.82067454
"Cell_3725",3.10476042337646,2.4788446
"Cell_3703",0,0.50175214
"Cell_3645",2.2601280735994,2.8335838
"Cell_3760",1.44227888753292,0.32999992
"Cell_3782",3.17963681938851,1.936129
"Cell_3759",2.62590152955848,2.2670076
"Cell_3757",0,0.27450475
"Cell_3784",3.09743533108995,1.0484422
"Cell_3827",0,0.7757396
"Cell_3803",0,0.37921166
"Cell_3830",3.08653514827861,1.4989662
"Cell_3783",2.2601280735994,1.1810993
"Cell_3855",2.77324796088105,2.065838
"Cell_3761",2.38617276067345,1.1771616
"Cell_3785",2.72009138593514,1.3637022
"Cell_3853",2.46192998177077,1.8216435
"Cell_3852",2.00414289726222,0.5837926
"Cell_3854",2.84403069763744,2.1074595
"Cell_3829",1.36192762961281,0.5040522
"Cell_3804",2.34230042720263,0.16151246
"Cell_3828",3.54263275980453,2.394078
"Cell_3856",1.60870878486626,0.23435496
"Cell_3878",2.92508637800432,1.4675401
"Cell_3879",2.5179649942416,1.0903404
"Cell_3926",3.69727008691832,2.2820673
"Cell_4000",0,1.3461325
"Cell_3927",2.84139370119233,2.2711687
"Cell_3957",1.80077140291984,1.4144152
"Cell_3925",3.12008486356905,1.7006149
"Cell_3958",0,0.21822126
"Cell_3975",3.64202738454491,0.6763404
"Cell_3999",3.27384085978793,1.8306439
"Cell_4022",0,0.9108244
"Cell_4065",2.33517733859893,1.5694216
"Cell_4023",1.91944737275672,0.4675934
"Cell_4046",0,0.24045663
"Cell_4024",0,1.8332024
"Cell_4047",2.95685570976677,0.9318766
"Cell_4085",2.84549845726971,2.4485044
"Cell_4087",1.51755211097277,0.27714846
"Cell_4086",2.55712262148489,1.0124787
"Cell_4141",1.90611962154421,0.32405218
"Cell_4143",3.45252938534532,1.9360517
"Cell_4144",2.07842414170522,2.5101058
"Cell_4142",0,0.54732305
"Cell_4202",2.39179812255923,2.4605122
"Cell_4177",0,0.4753131
"Cell_4178",2.50294439620786,0.5648564
"Cell_4115",2.5840863619006,2.8214688
"Cell_4145",1.46399787814195,0.6859914
"Cell_4200",2.42274411712409,1.7596915
"Cell_4225",2.76535002524734,2.5058508
"Cell_4201",1.8673712134881,0.58133745
"Cell_4224",0,1.2155361
"Cell_4226",2.46071959639813,2.0281477
"Cell_4223",2.57051599904618,1.2413615
"Cell_4277",2.61177476342774,0.5416005
"Cell_4246",3.13453920249263,2.2758977
"Cell_4247",2.5020845932823,2.2308347
"Cell_4249",2.39745593167787,0.22068897
"Cell_4302",3.54890594847377,1.4354954
"Cell_4276",3.5406976051722,2.0795915
"Cell_4304",1.65777325044062,0.7735984
"Cell_4303",2.08630081443552,2.3839345
"Cell_4305",2.74633914376597,0.53936803
"Cell_4301",3.24113451976373,1.7045147
"Cell_4306",0,0.9222364
"Cell_4227",2.48026363152708,0.22090912
"Cell_4335",1.12982558492134,1.3702694
"Cell_4394",0,1.2607671
"Cell_4395",3.53010904674825,2.221969
"Cell_4358",2.19824896011446,1.1269449
"Cell_4418",0,1.4483721
"Cell_4441",2.38617276067345,0.9665146
"Cell_4417",2.83608053822981,1.6281556
"Cell_4463",3.77734824801219,1.6789538
"Cell_4494",0.869054206857621,1.9561169
"Cell_4419",0,0.86307377
"Cell_4442",2.81775311175567,0.1465628
"Cell_4493",2.8641633488237,0.64200276
"Cell_4510",3.47347178067347,2.162132
"Cell_4509",1.61552117785191,1.1647179
"Cell_4540",3.318034772999,1.8769528
"Cell_4542",2.09801183022771,0.23495892
"Cell_4543",0,0.5831245
"Cell_4574",0,0.3040677
"Cell_4511",0,0.12942497
"Cell_4541",2.6547431874231,2.336228
"Cell_4544",2.6576716123384,1.6974983
"Cell_4572",2.68942701826288,2.620567
"Cell_4605",2.87129828310661,2.3542945
"Cell_4606",0,0.48342738
"Cell_4608",0.731339104348658,0.9027206
"Cell_4607",2.6402227498088,1.6250594
"Cell_4573",0,0.18656205
"Cell_4629",0,0.3042664
"Cell_4627",3.47347178067347,0.13627109
"Cell_4628",2.73998048865626,2.0752063
"Cell_4571",0.809723748485243,0.57034737
"Cell_4626",2.09801183022771,1.4388542
"Cell_4646",0,0.37951365
"Cell_4647",2.79928357876185,2.5566235
"Cell_4645",2.63447062617178,1.8588505
"Cell_4675",3.03511954650318,1.9491183
"Cell_4604",2.67690822587564,0.15917002
"Cell_4674",3.05796847072319,2.0699284
"Cell_4676",2.80967012094501,2.3210375
"Cell_4726",2.54202748815261,0.7418293
"Cell_4727",3.318034772999,2.4403052
"Cell_4743",2.20286586380089,2.2119567
"Cell_4744",2.41462732086706,2.1818569
"Cell_4728",2.77871166974211,0.3112826
"Cell_4742",3.17678817503868,2.1988847
"Cell_4768",3.47484436093352,2.1663492
"Cell_4705",3.41116415042252,1.2646073
"Cell_4851",2.13163873296182,2.1246622
"Cell_4769",3.45847580444295,0.124443166
"Cell_4799",3.26621168927837,1.9604024
"Cell_4770",0,0.16905849
"Cell_4849",2.68655244561871,0.47642383
"Cell_4825",3.84032420401321,2.1383429
"Cell_4800",0,0.12277358
"Cell_4852",2.94722913189695,0.9504367
"Cell_4826",0,0.3680584
"Cell_4884",3.35259451794702,2.155518
"Cell_4883",1.80271087444379,1.0531842
"Cell_4850",3.74258150534096,0.3362255
"Cell_4885",3.63387296446435,2.5573375
"Cell_4848",4.13967688747155,2.0360973
"Cell_4853",0,0.23290868
"Cell_4910",2.19365495032309,2.2684155
"Cell_4909",1.85484926367148,0.2268136
"Cell_4907",3.73217986446823,2.3325775
"Cell_4886",0,0.35265347
"Cell_4940",0,1.2860007
"Cell_4939",4.03287087930188,2.2112374
"Cell_4882",0,0.53217775
"Cell_5002",3.32467605654148,2.0803971
"Cell_4961",2.78695961138075,1.1283464
"Cell_4999",2.11466849278668,1.8804045
"Cell_5000",3.95584446908445,2.4556391
"Cell_5033",0,0.29863104
"Cell_5034",0,1.2567981
"Cell_5001",3.40547213310951,2.090456
"Cell_5031",0,0.88683903
"Cell_5032",0,0.35812855
"Cell_5035",1.9821699268872,2.3459246
"Cell_4937",3.38151906169191,2.2529812
"Cell_5090",3.1368041173504,1.328962
"Cell_5003",3.28389296443035,2.1325748
"Cell_5066",0,0.9313931
"Cell_5089",2.13163873296182,1.2094057
"Cell_5118",0,0.6729277
"Cell_5088",2.90031120215831,1.3745517
"Cell_5116",3.94317475402057,1.7289232
"Cell_5143",3.55675555344633,2.3277822
"Cell_5144",0,0.27666625
"Cell_5145",2.95685570976677,0.70763314
"Cell_5142",2.93010873657655,2.1508682
"Cell_5117",3.6994691941658,2.0962741
"Cell_5139",2.1489326980197,0.4325243
"Cell_5208",2.49684609583033,2.2816107
"Cell_5140",3.62681584071174,0.3592336
"Cell_5211",2.48335209168786,0.50071996
"Cell_5210",3.13453920249263,2.2767797
"Cell_5209",0,0.576748
"Cell_5192",1.01955135863194,0.30957332
"Cell_5213",0,0.76125896
"Cell_5212",0,0.639334
"Cell_5268",2.19365495032309,1.6743797
"Cell_5243",2.53735567566085,2.498288
"Cell_5242",2.74511338141306,2.4701788
"Cell_5240",1.31933371472204,1.3163418
"Cell_5269",3.21515693528316,2.5785322
"Cell_5300",0,0.79903275
"Cell_5295",2.5840863619006,1.1372209
"Cell_5356",3.9686420559865,2.0836017
"Cell_5298",3.56757983914497,2.4225547
"Cell_5299",0,0.2670164
"Cell_5297",1.65777325044062,0.4750948
"Cell_5141",1.99859704443947,2.3674948
"Cell_5354",2.455892669583,1.8990959
"Cell_5296",3.77280727981326,1.2633052
"Cell_5330",3.33135490331641,1.0216764
"Cell_5331",3.40029866804407,2.147067
"Cell_5357",3.30788987532945,2.6031382
"Cell_5355",3.25539839213437,1.6816317
"Cell_5332",1.6019593593363,0.25613642
"Cell_5396",2.42429775822308,2.0225232
"Cell_5376",3.7463475271255,2.3749053
"Cell_5377",1.15584951764529,1.5617145
"Cell_5397",3.01642571253984,0.60472816
"Cell_5353",2.75778883499457,1.9468094
"Cell_5420",2.11047531540804,2.1767747
"Cell_5421",3.41606715399081,2.312035
"Cell_5448",3.22471081129985,1.4756191
"Cell_5445",3.50826375781141,1.6987889
"Cell_5446",2.19365495032309,1.619755
"Cell_5527",3.32182521521722,0.92596716
"Cell_5447",3.85669688169053,2.4166467
"Cell_5466",0,1.2495995
"Cell_5494",2.18453484284584,2.3025239
"Cell_5496",1.38762091978184,0.2521864
"Cell_5528",1.62933873651233,2.2590616
"Cell_5464",3.29456793706483,2.281023
"Cell_5567",3.4988874316409,2.2440937
"Cell_5529",3.41937861148483,1.9443543
"Cell_5422",3.40843849651901,0.73706454
"Cell_5568",3.68175654811758,2.267977
"Cell_5610",3.17366275714021,2.4648767
"Cell_5569",0,0.37232465
"Cell_5591",1.3746452808056,2.2479534
"Cell_5641",3.76152675580108,2.613268
"Cell_5593",0,0.19683583
"Cell_5594",3.16124503131206,1.1729888
"Cell_5639",2.48026363152708,2.2300096
"Cell_5592",4.11476112396147,2.1823075
"Cell_5640",3.25360585488244,1.5666717
"Cell_5662",3.33710982319586,2.3687308
"Cell_5643",0,0.41634303
"Cell_5689",3.03700608463623,2.6068141
"Cell_5642",0,0.28669232
"Cell_5611",2.18194556345838,2.4082355
"Cell_5716",2.73501084785217,1.7457689
"Cell_5711",3.55460220027095,2.3965225
"Cell_5713",2.66946777947641,2.0068517
"Cell_5714",3.32944280566739,1.1304412
"Cell_5712",3.13939807419663,0.5061946
"Cell_5715",0,0.59247136
"Cell_5737",3.8728463767001,2.1958492
"Cell_5767",3.00574316472103,2.0493999
"Cell_5765",3.75391398173293,1.743857
"Cell_5770",2.2601280735994,0.9878771
"Cell_5766",2.88208853558089,1.4822743
"Cell_5769",0,0.7824235
"Cell_5822",3.56883500888677,1.2500311
"Cell_5771",4.31254628812767,1.9788059
"Cell_5882",3.03010413876439,0.9049288
"Cell_5849",2.84652706599,1.9087286
"Cell_5847",3.46936340169011,2.5579085
"Cell_5688",3.55663025408485,2.3466063
"Cell_5736",2.99621496793527,2.2737777
"Cell_5820",3.11955300334829,1.8222485
"Cell_5821",1.90282061663388,0.49730045
"Cell_5878",1.73929530656628,0.81596655
"Cell_5902",3.05796847072319,1.4126521
"Cell_5880",3.08364596008124,2.4268186
"Cell_5903",2.95159452514256,1.6414746
"Cell_5879",2.90557356114394,1.7318677
"Cell_5881",3.96302722164061,1.9188617
"Cell_5988",4.37888476660791,1.1330985
"Cell_5923",3.38618628278428,2.444583
"Cell_5968",3.54335923841405,2.1823232
"Cell_5944",2.48026363152708,0.8394273
"Cell_5943",3.66474497467757,2.131315
"Cell_5945",4.88150057406347,1.3775853
"Cell_5967",3.15650436734484,2.2408912
"Cell_5986",2.27500560673027,1.2933677
"Cell_5984",4.3133865891723,2.4752052
"Cell_5985",2.2601280735994,1.8422562
"Cell_6015",3.22879508414025,0.22921744
"Cell_5987",2.37872219795999,0.92200965
"Cell_6016",0,0.8249549
"Cell_6038",2.31065308608178,1.2850065
"Cell_6036",4.03802777602107,2.3878725
"Cell_6037",1.80660397850632,2.5607636
"Cell_6041",0,0.7256071
"Cell_6065",1.96782686288089,0.03761735
"Cell_6092",3.22879508414025,2.0950918
"Cell_6091",2.45245910258359,0.49787188
"Cell_6040",0,0.42828798
"Cell_6094",4.55044666279592,1.0837185
"Cell_6090",3.6994691941658,1.3622903
"Cell_6039",2.66060824320292,2.540055
"Cell_6066",3.30777764332176,2.6225214
"Cell_6093",1.51490519605617,1.7169231
"Cell_6142",3.19936164892934,2.815021
"Cell_6144",4.26067097246505,1.2161751
"Cell_6122",2.06031210935601,1.4060825
"Cell_6205",4.33030724572936,1.3825511
"Cell_6143",0.745392173332613,0.7934261
"Cell_6170",2.91037940993685,2.5765202
"Cell_6200",2.11466849278668,0.67683536
"Cell_6121",2.70830481045032,0.49438617
"Cell_6228",2.85972752028611,2.4432719
"Cell_6204",3.00291155314656,1.4082149
"Cell_6201",3.53106783384665,2.23625
"Cell_6202",0,0.26025453
"Cell_6203",3.33710982319586,0.4547534
"Cell_6227",2.76781189398186,1.8419211
"Cell_6229",3.93897951690473,1.7004017
"Cell_6247",2.6531198156069,1.4450426
"Cell_6300",2.66453658613335,2.4770806
"Cell_6272",4.18388174297787,1.9526169
"Cell_6248",2.8229283904866,2.343968
"Cell_6273",2.31411847557937,2.3719866
"Cell_6349",1.48643890647897,1.3581187
"Cell_6332",0,1.907688
"Cell_6333",4.1299515378914,1.7902406
"Cell_6401",3.68025007766374,2.32175
"Cell_6400",3.65197147864996,2.3817506
"Cell_6399",3.14590870614836,2.1659036
"Cell_6441",4.21476091457481,1.9479188
"Cell_6457",4.87609529420375,0.77124935
"Cell_6459",3.35571589231147,1.9885002
"Cell_6479",3.09483058036005,1.6408503
"Cell_6458",2.437542416938,2.8277676
"Cell_6481",2.37280236729842,2.1739125
"Cell_6482",4.41067423867179,2.7147806
"Cell_6480",2.21529102627847,1.2112294
"Cell_6538",3.29183764271115,2.6469183
"Cell_6501",0,0.9183245
"Cell_6483",0,0.38503426
"Cell_6502",3.5612147940605,1.2546811
"Cell_6503",4.5254342298293,1.5658889
"Cell_6537",2.55470616171957,2.7916088
"Cell_6536",1.47139610619473,1.0257648
"Cell_6558",3.94803274226657,1.6112658
"Cell_6560",2.98129235789999,2.1992292
"Cell_6561",0,0.19111246
"Cell_6582",0,1.7339499
"Cell_6583",3.44967675834312,2.5985172
"Cell_6585",4.0238450376217,1.2071815
"Cell_6584",4.03012902817208,2.4648387
"Cell_6610",2.9665662406667,2.099588
"Cell_6559",1.03693560603773,1.2901715
"Cell_6611",2.25522047643934,2.414431
"Cell_6609",3.58399871874742,1.4300944
"Cell_6636",4.30083857371264,1.5620016
"Cell_6637",4.25968864063521,1.2401842
"Cell_6681",2.68440164541131,0.64448375
"Cell_6708",4.14196605878568,1.3038138
"Cell_6707",1.39090612438415,0.86361474
"Cell_6782",1.06233966246895,0.38685766
"Cell_6748",3.04785804239795,3.092117
"Cell_6727",2.67690822587564,1.7353195
"Cell_6745",2.13163873296182,2.3947282
"Cell_6746",2.88208853558089,2.5353332
"Cell_6749",2.81363059932723,1.6976414
"Cell_6747",2.91086114780138,2.1707575
"Cell_6804",2.30033149995816,0.43801618
"Cell_6805",3.90590928436521,1.7605479
"Cell_6728",0,0.308676
"Cell_6828",3.64202738454491,1.0998185
"Cell_6806",4.06487388489556,1.3430388
"Cell_6853",2.5179649942416,0.80210346
"Cell_6854",3.65197147864996,2.4479997
"Cell_6902",3.61266938393501,1.4948483
"Cell_6880",3.1925432699733,2.0019817
"Cell_6879",2.49684609583033,2.0891356
"Cell_6901",2.40124599117556,1.3029319
"Cell_6904",4.34529481820464,1.1760267
"Cell_6906",3.16687288823481,2.5672004
"Cell_6903",2.01159297640718,0.7188196
"Cell_6928",4.22153080955568,2.0847058
"Cell_6905",2.76564515141267,2.042993
"Cell_6926",2.8641633488237,0.18853733
"Cell_6927",3.42903399795302,1.9413757
"Cell_6900",0,0.31984028
"Cell_6953",3.33501388294611,2.4537945
"Cell_7001",3.24527684913638,1.421225
"Cell_6978",0,0.20902076
"Cell_6976",3.70553698147765,1.782168
"Cell_6998",2.99621496793527,1.6639563
"Cell_6977",3.01642571253984,2.4710102
"Cell_6952",3.43551444967038,2.4245508
"Cell_6999",2.95962152312254,2.2037702
"Cell_7026",1.84251616448965,2.392928
"Cell_7000",2.68175081853486,2.5491507
"Cell_7002",3.90650652094501,1.4606084
"Cell_7025",4.12307076423517,1.3489023
"Cell_7046",2.37343492076757,2.4102812
"Cell_7048",0,0.22055908
"Cell_7073",2.53085093011918,2.1513257
"Cell_7047",2.24064924142096,2.0992188
"Cell_7074",4.63970293914129,1.7371
"Cell_7075",4.13315873396656,1.1358261
"Cell_7050",3.61751383215564,1.1895963
"Cell_7098",2.49089237618035,1.066232
"Cell_7119",2.55712262148489,0.3575162
"Cell_7120",3.86082362078747,1.5678331
"Cell_7151",1.31348010999807,1.2795868
"Cell_7152",4.18388174297787,2.5563228
"Cell_7201",3.20278593704617,1.7414845
"Cell_7182",1.14703578961598,2.1561532
"Cell_7150",2.82917147182371,2.2879725
"Cell_7202",4.52255625591043,1.2905823
"Cell_7183",1.20699934157027,0.34151456
"Cell_7049",2.08165905326547,0.14967589
"Cell_7261",1.73929530656628,2.165173
"Cell_7234",1.34945986803893,0.26862988
"Cell_7262",4.23121381320699,2.1537576
"Cell_7260",3.48865683037092,2.069662
"Cell_7233",2.71801926440073,2.4043567
"Cell_7259",2.83781468274322,1.4774985
"Cell_7280",4.25315867238827,1.447165
"Cell_7263",3.42524652143848,2.0713933
"Cell_7264",4.35508503443358,1.815566
"Cell_7279",3.51961213190332,1.0897604
"Cell_7306",3.65197147864996,1.1333348
"Cell_7307",3.71408218451141,2.5940053
"Cell_7278",2.10352981646245,1.00357
"Cell_7305",2.88661597027301,1.5466002
"Cell_7349",1.10231537791788,2.4376705
"Cell_7330",4.39131607782371,2.1152632
"Cell_7281",4.06202129472567,1.0510381
"Cell_7348",3.5780026098545,2.2007492
"Cell_7347",3.88166292655032,0.5164547
"Cell_7443",3.99288153892041,2.3758266
"Cell_7372",3.13265518165773,2.3079438
"Cell_7402",4.66826869326658,1.922017
"Cell_7371",2.99803734883981,2.1898208
"Cell_7403",4.13995583695241,1.7153686
"Cell_7400",1.57701365899596,2.4922419
"Cell_7401",4.23239590795898,1.796723
"Cell_7426",2.40710551860891,2.4591968
"Cell_7425",0,1.5873841
"Cell_7422",3.91573981754483,0.6345007
"Cell_7423",3.16899043444456,0.5029428
"Cell_7512",3.50575628550925,2.1590745
"Cell_7442",3.88932721077636,0.4785807
"Cell_7424",2.51031129040405,2.9098368
"Cell_7487",3.5559860611222,1.187517
"Cell_7464",4.26067097246505,1.6262892
"Cell_7463",4.27202146708517,1.354554
"Cell_7462",2.04982850634318,0.5380953
"Cell_7444",1.59305644965443,1.3266605
"Cell_7515",4.5851694586232,2.249335
"Cell_7488",3.88166292655032,2.2160878
"Cell_7511",3.3971481135123,1.5416087
"Cell_7513",2.98243321510061,2.332486
"Cell_7510",2.99621496793527,0.65467626
"Cell_7540",3.18070687371641,2.1059575
"Cell_7514",5.20843036229421,1.0520546
"Cell_7568",1.47887596208548,0.35419437
"Cell_7542",2.40887019814945,2.43895
"Cell_7541",3.91260361232111,2.1088626
"Cell_7600",4.43670030910807,0.9091038
"Cell_7567",2.93768521145074,1.4374899
"Cell_7569",0,0.8122206
"Cell_7599",2.20286586380089,1.7901019
"Cell_7648",3.32182521521722,1.7253805
"Cell_7645",2.68942701826288,1.9119705
"Cell_7647",3.8309747129347,2.6179733
"Cell_7646",3.92696458390971,1.4869369
"Cell_7675",1.61097253904896,2.024657
"Cell_7680",4.50754882814151,1.4589767
"Cell_7674",3.0956113811706,0.9550193
"Cell_7677",2.63065343189315,0.8172971
"Cell_7678",3.44203013066087,2.596976
"Cell_7679",3.10109200167734,1.2584983
"Cell_7676",1.30768170873726,0.59634143
"Cell_7698",4.05053963302881,2.1086614
"Cell_7697",2.88812927016781,0.7730326
"Cell_7721",4.48097485753355,1.9775814
"Cell_7719",1.62009822945429,1.4597907
"Cell_7747",3.25499981292766,2.5843723
"Cell_7720",3.04047294345848,2.148593
"Cell_7769",3.02461282597492,0.80478114
"Cell_7770",4.21204239156855,1.8208088
"Cell_7768",2.97636205050854,2.7212837
"Cell_7852",3.81615913238561,2.6247504
"Cell_7766",2.96072977420096,2.2936711
"Cell_7794",0,0.5171048
"Cell_7792",3.08798249601792,2.1296852
"Cell_7824",2.78420327142082,2.4923377
"Cell_7793",1.89300126186865,0.23752908
"Cell_7823",3.1925432699733,1.1268646
"Cell_7853",3.41588679252729,2.6399252
"Cell_7826",4.57933701348626,1.5407007
"Cell_7855",2.46800398525342,0.683546
"Cell_7889",3.62603797231941,1.6777356
"Cell_7888",1.85484926367148,1.2123241
"Cell_7856",4.15622146924624,0.79196894
"Cell_7825",3.5559860611222,0.4820679
"Cell_7854",2.1489326980197,2.699
"Cell_7886",3.63462176954472,2.219858
"Cell_7939",4.19816154324118,2.0368857
"Cell_7914",1.88867406308531,1.543096
"Cell_7912",2.20286586380089,0.63963217
"Cell_7910",2.227884178908,1.6467663
"Cell_7963",2.94403870404871,2.218128
"Cell_7911",3.69142485783428,1.9987354
"Cell_7913",3.93897951690473,1.809223
