"","gt","pred"
"Cell_2326",2.69955009610506,1.9941937
"Cell_2223",0,0.4721144
"Cell_2279",3.44366459697319,2.3156574
"Cell_2301",2.25619995594352,1.6824375
"Cell_2299",2.2601280735994,0.62943786
"Cell_2379",3.45847580444295,1.6098845
"Cell_2410",3.79203993034861,2.4209843
"Cell_2436",3.49143840785489,1.5911111
"Cell_2461",1.43519326722986,1.9018468
"Cell_2472",0,2.52133
"Cell_2434",4.35032910973316,0.533263
"Cell_2474",3.73989846323241,2.1904678
"Cell_2490",3.56757983914497,1.8870306
"Cell_2473",2.44630833208642,2.5764527
"Cell_2519",0,0.507591
"Cell_2535",2.81363059932723,2.0998845
"Cell_2537",3.40029866804407,1.8570127
"Cell_2627",1.85484926367148,2.3599002
"Cell_2539",3.05796847072319,1.8584483
"Cell_2583",3.40980054606887,2.2255833
"Cell_2598",0,1.2842026
"Cell_2597",2.76240322150559,1.061458
"Cell_2628",3.33882037653038,2.561926
"Cell_2648",3.12328122244626,1.8309557
"Cell_2681",0,2.4142911
"Cell_2650",0,0.1953145
"Cell_2704",3.83452820780906,2.025175
"Cell_2538",1.90172384143478,1.8013794
"Cell_2706",1.65777325044062,0.26521236
"Cell_2754",1.25784982560654,1.1160797
"Cell_2649",2.11187087336815,0.9210108
"Cell_2796",3.57346519845466,2.5620475
"Cell_2772",3.67311935853988,1.7150822
"Cell_2705",2.5840863619006,0.4114742
"Cell_2826",2.50524078840195,2.4006555
"Cell_2797",0,0.11785264
"Cell_2827",0,1.8812445
"Cell_2875",2.77871166974211,1.498035
"Cell_2855",0,2.3006313
"Cell_2856",2.77169198918848,2.0639672
"Cell_2876",0,0.09818676
"Cell_2935",3.75115721219826,2.3387394
"Cell_2891",3.11583688466692,1.9956598
"Cell_2892",3.84303819546601,0.5720558
"Cell_2985",0.66990390969619,1.8406883
"Cell_3006",3.21052773667489,1.6006173
"Cell_3033",0,0.27670598
"Cell_2873",3.02461282597492,1.7043718
"Cell_3082",3.59136752223327,2.3135345
"Cell_3052",3.42639297682115,1.9036179
"Cell_3081",3.17678817503868,2.0106173
"Cell_3102",3.36916192086544,0.8968676
"Cell_3131",1.53364807766066,2.0736854
"Cell_3130",2.6335884933326,2.804487
"Cell_3158",0,0.2292718
"Cell_3179",3.30923749402738,0.2227048
"Cell_3182",3.27129227976278,1.9191198
"Cell_3177",2.44392658955598,0.9892438
"Cell_3202",3.58399871874742,0.9021475
"Cell_3256",3.67424252424445,1.4384419
"Cell_3255",3.24943392875055,1.7152389
"Cell_3203",0,1.5337156
"Cell_3302",3.78076486315357,1.3624014
"Cell_3280",3.97868571018815,2.055418
"Cell_3281",4.03802777602107,1.0654072
"Cell_3303",3.30673599928509,1.7781934
"Cell_3327",0,1.4828914
"Cell_3325",3.65976174215391,2.3029382
"Cell_3282",1.76776013170739,0.6604577
"Cell_3229",1.88436932956096,1.6327
"Cell_3326",3.71720421131103,2.1109126
"Cell_3351",3.61751383215564,0.5211517
"Cell_3353",2.83608053822981,2.1792524
"Cell_3369",3.43267493793609,2.3889072
"Cell_3352",3.12777115892337,0.6683734
"Cell_3395",0,0.3375941
"Cell_3396",3.3328442319598,1.8985623
"Cell_3419",4.15839519885069,1.5723776
"Cell_3447",3.83019872707652,2.2013557
"Cell_3393",4.07085901192634,1.5136769
"Cell_3446",2.42741237637145,1.1591871
"Cell_3465",3.02461282597492,1.9039091
"Cell_3445",3.45104736794012,0.76505166
"Cell_3467",2.64745776204996,1.6158793
"Cell_3466",1.27128240250507,1.3499047
"Cell_3543",1.92619152302676,1.529683
"Cell_3517",3.50403540939271,0.35589537
"Cell_3544",2.66453658613335,1.7429943
"Cell_3542",0.876481572146049,0.15816937
"Cell_3488",0,0.22332092
"Cell_3597",0,0.5080278
"Cell_3570",2.8120886918043,2.2772262
"Cell_3569",3.45847580444295,0.6597106
"Cell_3595",2.43504553160789,1.6093496
"Cell_3596",2.70790529496151,0.8714223
"Cell_3599",3.26115304605562,1.8440017
"Cell_3593",3.54780829369038,1.5609795
"Cell_3594",3.03700608463623,1.2235868
"Cell_3572",0,1.3248186
"Cell_3620",1.90611962154421,1.1376971
"Cell_3571",3.85606319998105,2.1193454
"Cell_3619",0,0.26620466
"Cell_3646",2.34947635156583,1.4555172
"Cell_3644",2.97636205050854,2.2218516
"Cell_3643",2.88069922522858,3.118075
"Cell_3701",3.31274853224626,2.8932412
"Cell_3758",3.95584446908445,1.4196666
"Cell_3618",1.8673712134881,0.38932392
"Cell_3672",3.58399871874742,0.92885095
"Cell_3725",3.55707254473461,2.4343193
"Cell_3703",0,0.25248033
"Cell_3645",3.55327408981445,2.6193042
"Cell_3760",2.97636205050854,0.40935993
"Cell_3782",3.05796847072319,1.990218
"Cell_3759",1.84251616448965,2.1576245
"Cell_3757",2.76240322150559,0.3456099
"Cell_3784",2.25685350780459,1.4854668
"Cell_3827",4.27202146708517,0.81022596
"Cell_3803",0,0.38182035
"Cell_3830",3.75391398173293,1.7398024
"Cell_3783",3.29926324074609,1.3233286
"Cell_3855",3.8697125172027,2.0078952
"Cell_3761",0,0.6508362
"Cell_3785",2.72009138593514,1.6407398
"Cell_3853",4.06896007282606,1.9353533
"Cell_3852",0,0.55179614
"Cell_3854",3.16124503131206,2.1847968
"Cell_3829",0,0.28076178
"Cell_3804",0,0.03897829
"Cell_3828",3.28037917630817,2.3582885
"Cell_3856",3.67652455956058,0.17780401
"Cell_3878",2.92508637800432,1.5723354
"Cell_3879",0,1.1523598
"Cell_3926",2.91262932036956,2.3456686
"Cell_4000",2.99221612598823,1.6716807
"Cell_3927",3.10738795715419,2.294422
"Cell_3957",1.80077140291984,1.5164446
"Cell_3925",3.71052376508529,1.6842028
"Cell_3958",0,0.1486661
"Cell_3975",3.43876786444004,1.4491913
"Cell_3999",2.98872880693936,1.9983047
"Cell_4022",0,1.0218769
"Cell_4065",3.18463890044337,1.6135396
"Cell_4023",0,0.31208676
"Cell_4046",0,0.12644367
"Cell_4024",0,1.1265688
"Cell_4047",2.51979585706159,0.97631454
"Cell_4085",2.84549845726971,2.4084165
"Cell_4087",2.72009138593514,0.11422622
"Cell_4086",3.14020988864929,1.102977
"Cell_4141",0,0.22476088
"Cell_4143",3.69343103829598,2.0500221
"Cell_4144",3.32562786864743,2.660791
"Cell_4142",2.60246267246714,0.56629056
"Cell_4202",3.24735353916784,2.3812876
"Cell_4177",0,0.4727869
"Cell_4178",3.36972083122199,0.5542708
"Cell_4115",3.14590870614836,2.5478551
"Cell_4145",0,0.5663272
"Cell_4200",2.6402227498088,1.9843706
"Cell_4225",3.23803739518619,2.485726
"Cell_4201",0.733066068899894,0.6494322
"Cell_4224",2.85530961608228,1.3384122
"Cell_4226",2.67940011365646,2.1586573
"Cell_4223",3.07216202349379,1.3840313
"Cell_4277",3.48865683037092,0.62492555
"Cell_4246",3.42323142321857,2.128797
"Cell_4247",2.99955826457177,2.2240398
"Cell_4249",0,0.06169756
"Cell_4302",2.75778883499457,1.5939388
"Cell_4276",3.21311985041217,2.256727
"Cell_4304",0,0.91923475
"Cell_4303",2.90557356114394,2.5188105
"Cell_4305",1.27948952349769,0.7070589
"Cell_4301",3.44156354901901,1.8368891
"Cell_4306",0,0.98363525
"Cell_4227",1.71808631995715,0
"Cell_4335",4.14049398164128,1.4455317
"Cell_4394",2.72009138593514,1.2435801
"Cell_4395",3.41588679252729,2.2484827
"Cell_4358",3.318034772999,1.3987757
"Cell_4418",3.89858630039139,1.3872694
"Cell_4441",0,1.0690501
"Cell_4417",2.83608053822981,1.6926692
"Cell_4463",3.08364596008124,1.9370788
"Cell_4494",4.26169875025127,2.021924
"Cell_4419",0,0.89056
"Cell_4442",0,0.02911431
"Cell_4493",0,0.6693078
"Cell_4510",2.2601280735994,2.1123934
"Cell_4509",1.02297947617479,1.2136568
"Cell_4540",3.61073695717645,2.065634
"Cell_4542",1.40086301840817,0.13211836
"Cell_4543",2.59323363614355,0.6395603
"Cell_4574",0,0.065609016
"Cell_4511",0,0.018767763
"Cell_4541",2.6547431874231,2.3436098
"Cell_4544",3.78076486315357,1.7845925
"Cell_4572",3.67915035736316,2.4133403
"Cell_4605",2.99076553196792,2.4259284
"Cell_4606",2.71491864350715,0.4278136
"Cell_4608",0,1.0412458
"Cell_4607",3.51961213190332,1.7310603
"Cell_4573",0,0.06041763
"Cell_4629",0,0.073198915
"Cell_4627",2.59783785395955,0.054111846
"Cell_4628",3.48865683037092,2.272237
"Cell_4571",0,0.43564087
"Cell_4626",0,1.5547127
"Cell_4646",0.915674242459,0.25900164
"Cell_4647",3.39746279473883,2.496043
"Cell_4645",2.63447062617178,2.042783
"Cell_4675",2.6402227498088,1.9713097
"Cell_4604",1.88651890031654,0.19837348
"Cell_4674",3.22879508414025,2.0313911
"Cell_4676",2.71849708764381,2.414414
"Cell_4726",2.15243126470812,0.8629117
"Cell_4727",3.73746435439148,2.4616287
"Cell_4743",2.53735567566085,2.2670534
"Cell_4744",3.56432243759588,2.2499118
"Cell_4728",0,0.3621311
"Cell_4742",2.81397354368723,2.3649013
"Cell_4768",2.48520973438674,2.1330419
"Cell_4705",3.47210076290084,1.4779544
"Cell_4851",2.60246267246714,2.1892207
"Cell_4769",2.11466849278668,0.007969709
"Cell_4799",3.42903399795302,1.9832764
"Cell_4770",1.78068687710403,0.01908274
"Cell_4849",3.13227874840936,0.56428474
"Cell_4825",3.78329621778903,2.1796153
"Cell_4800",0,0.01679868
"Cell_4852",3.67210404188014,1.136096
"Cell_4826",0,0.20221476
"Cell_4884",3.35259451794702,2.0954807
"Cell_4883",2.11047531540804,1.1462098
"Cell_4850",3.36303120212154,0.4547186
"Cell_4885",3.63387296446435,2.7951226
"Cell_4848",3.06859695971228,2.2195694
"Cell_4853",0,0.11576003
"Cell_4910",3.39675487871188,2.4357085
"Cell_4909",1.85484926367148,0.24339287
"Cell_4907",1.89953461169327,2.2576413
"Cell_4886",0,0.30201316
"Cell_4940",0,1.6728426
"Cell_4939",3.17288272237664,2.182929
"Cell_4882",0,0.6318684
"Cell_5002",3.15245641379222,2.0736105
"Cell_4961",0,1.2054704
"Cell_4999",2.11466849278668,1.9374939
"Cell_5000",3.21658502223686,2.508258
"Cell_5033",0,0.40161106
"Cell_5034",0,1.4841818
"Cell_5001",2.82917147182371,2.3616896
"Cell_5031",0,0.8349903
"Cell_5032",0,0.28827417
"Cell_5035",3.06646328181036,2.3922193
"Cell_4937",2.3750181003195,2.3153338
"Cell_5090",3.37223918612167,1.4283972
"Cell_5003",3.78382978983259,2.2066567
"Cell_5066",0,1.1366613
"Cell_5089",2.60246267246714,1.1529399
"Cell_5118",1.26857152716046,0.7199554
"Cell_5088",1.50964144287131,1.5609258
"Cell_5116",2.84071107599741,1.8641148
"Cell_5143",3.44232714076917,2.3324225
"Cell_5144",0,0.14525639
"Cell_5145",2.13163873296182,0.85877943
"Cell_5142",2.6547431874231,2.1890082
"Cell_5117",2.80645374287943,2.0975447
"Cell_5139",2.97636205050854,0.5329234
"Cell_5208",2.49684609583033,2.3172054
"Cell_5140",3.21052773667489,0.30868658
"Cell_5211",1.44465761492371,0.5018975
"Cell_5210",2.96517383206603,2.2162502
"Cell_5209",3.24113451976373,0.5197196
"Cell_5192",1.61097253904896,0.16017081
"Cell_5213",0,0.58991337
"Cell_5212",0,0.72313374
"Cell_5268",2.85909529672995,1.8095121
"Cell_5243",3.23406742639954,2.4276605
"Cell_5242",3.15355132997047,2.5246427
"Cell_5240",2.80364723489068,1.4189736
"Cell_5269",3.6101494321268,2.710893
"Cell_5300",0,0.86296505
"Cell_5295",3.22145368080692,1.3227376
"Cell_5356",2.8641633488237,2.1883843
"Cell_5298",3.95187156047529,2.4094617
"Cell_5299",0,0.13562436
"Cell_5297",2.90031120215831,0.57185626
"Cell_5141",3.20778483250235,2.4909742
"Cell_5354",2.95042874366152,2.0765522
"Cell_5296",3.60623978820745,1.366342
"Cell_5330",3.62432839647994,1.2359542
"Cell_5331",3.17776660470256,2.2503848
"Cell_5357",2.69574256820614,2.2563632
"Cell_5355",2.69955009610506,1.7153733
"Cell_5332",1.6019593593363,0.12370113
"Cell_5396",2.77052648773446,2.1907418
"Cell_5376",3.99135295472645,2.4361253
"Cell_5377",0,1.6290883
"Cell_5397",0,0.5279212
"Cell_5353",3.64698937736797,2.3485959
"Cell_5420",3.21658502223686,2.3274415
"Cell_5421",3.77364253163981,2.4680028
"Cell_5448",3.32826766620628,1.794849
"Cell_5445",2.51540732867348,1.8327858
"Cell_5446",3.43699218010965,1.8549387
"Cell_5527",2.61881413086383,1.0577265
"Cell_5447",2.95299507747803,2.6424735
"Cell_5466",3.08653514827861,1.5895439
"Cell_5494",2.73839672605368,2.4391038
"Cell_5496",0,0.056105614
"Cell_5528",3.22879508414025,2.0077846
"Cell_5464",3.15129822493611,2.460862
"Cell_5567",3.88166292655032,2.1501746
"Cell_5529",3.8550499736126,1.9665066
"Cell_5422",2.97636205050854,1.1111888
"Cell_5568",2.85354744426898,2.174602
"Cell_5610",3.40980054606887,2.1034875
"Cell_5569",0,0.04780147
"Cell_5591",2.06560089848364,2.2882397
"Cell_5641",3.44232714076917,2.770971
"Cell_5593",0,0.10694702
"Cell_5594",2.6547431874231,1.5129032
"Cell_5639",3.17232587712622,2.439223
"Cell_5592",3.69727008691832,2.1160288
"Cell_5640",2.39745593167787,1.8059494
"Cell_5662",3.42709667971524,2.1671083
"Cell_5643",0,0.22133549
"Cell_5689",3.73945185257444,2.5741713
"Cell_5642",0,0.090802655
"Cell_5611",3.9686420559865,2.4890382
"Cell_5716",3.18306448510515,1.9176754
"Cell_5711",3.17992207037284,2.495247
"Cell_5713",2.83348449208474,2.0319588
"Cell_5714",2.90031120215831,1.3479693
"Cell_5712",2.44989166484122,0.62644804
"Cell_5715",0,0.5657975
"Cell_5737",3.26621168927837,2.330242
"Cell_5767",3.35790575314697,2.1318111
"Cell_5765",3.08653514827861,1.8967087
"Cell_5770",0,1.1246426
"Cell_5766",2.6576716123384,1.6376323
"Cell_5769",0,1.071792
"Cell_5822",3.34976401944758,1.4338732
"Cell_5771",3.31664135816196,2.1835258
"Cell_5882",3.40029866804407,1.2805647
"Cell_5849",4.04279058263811,1.9332707
"Cell_5847",3.46936340169011,2.5008132
"Cell_5688",3.2499239711379,2.473665
"Cell_5736",2.99621496793527,2.1995907
"Cell_5820",4.24382898854313,1.8238757
"Cell_5821",2.84071107599741,0.40723678
"Cell_5878",2.50524078840195,0.95777065
"Cell_5902",3.05796847072319,1.1360756
"Cell_5880",3.51961213190332,2.5073502
"Cell_5903",3.65935049663997,1.8388758
"Cell_5879",3.07394875985652,1.8539823
"Cell_5881",3.68465878527802,2.152427
"Cell_5988",3.44661225868797,1.4759183
"Cell_5923",3.08501360901357,2.2085617
"Cell_5968",3.90590928436521,2.195675
"Cell_5944",2.1489326980197,1.3276883
"Cell_5943",3.24735353916784,2.1304543
"Cell_5945",3.63118104209844,1.7429196
"Cell_5967",3.05444766678292,2.4661834
"Cell_5986",0,1.5209606
"Cell_5984",3.55945261519665,2.3877976
"Cell_5985",3.62889257119286,1.9471661
"Cell_6015",2.8641633488237,0.2704744
"Cell_5987",3.76577628534567,1.0626882
"Cell_6016",1.42818248911977,0.8230141
"Cell_6038",3.79425961107161,1.3789196
"Cell_6036",2.28001714339399,2.182701
"Cell_6037",3.56382207125736,2.6337485
"Cell_6041",0,0.9888207
"Cell_6065",3.48429869461951,0.032083806
"Cell_6092",3.22879508414025,2.0363362
"Cell_6091",2.27334095885465,0.7043155
"Cell_6040",0,0.94822806
"Cell_6094",2.455892669583,1.4843773
"Cell_6090",3.16899043444456,1.5136415
"Cell_6039",3.07932588290422,2.746628
"Cell_6066",3.62938970192358,2.8845372
"Cell_6093",2.03433339821107,1.7565193
"Cell_6142",3.66602964286173,2.9298317
"Cell_6144",3.57302826997828,1.4759805
"Cell_6122",0,1.5480938
"Cell_6205",3.03010413876439,1.6919199
"Cell_6143",2.13163873296182,0.98605436
"Cell_6170",3.1215589977826,2.9454305
"Cell_6200",0,0.6782008
"Cell_6121",1.75376330722723,0.34857732
"Cell_6228",3.26390959569392,2.5175378
"Cell_6204",3.00291155314656,1.7245553
"Cell_6201",3.26903151886375,2.1576304
"Cell_6202",0,0.12641925
"Cell_6203",3.19064129321599,1.1123022
"Cell_6227",2.54653265233676,2.0824966
"Cell_6229",3.40029866804407,1.8288174
"Cell_6247",2.90031120215831,1.6355559
"Cell_6300",3.84303819546601,2.34556
"Cell_6272",2.1489326980197,2.0367382
"Cell_6248",3.03222332224655,2.3722882
"Cell_6273",3.53539177795883,2.322547
"Cell_6349",4.05459060238652,1.4184282
"Cell_6332",2.43210274398879,2.0068424
"Cell_6333",2.81548378968494,1.9888964
"Cell_6401",2.7886168063214,2.3070579
"Cell_6400",2.92822268221181,2.4423091
"Cell_6399",2.915109527197,2.366694
"Cell_6441",3.9302145152221,2.2205026
"Cell_6457",3.01642571253984,0.88961285
"Cell_6459",4.13967688747155,2.1615486
"Cell_6479",2.67541591996446,1.8608497
"Cell_6458",3.39423003254964,2.9920878
"Cell_6481",2.776366679487,2.1668499
"Cell_6482",3.37223918612167,2.7628236
"Cell_6480",1.14703578961598,1.2545279
"Cell_6538",3.34954893193608,2.5483863
"Cell_6501",2.70720650509042,0.8031878
"Cell_6483",0,0.16427743
"Cell_6502",3.16761981379358,1.453949
"Cell_6503",3.41116415042252,1.8813609
"Cell_6537",3.74527035552022,2.8614843
"Cell_6536",0,1.0501035
"Cell_6558",1.07744922307378,1.8723234
"Cell_6560",3.13077424935752,2.3737624
"Cell_6561",0,0.09856943
"Cell_6582",1.45667985326431,1.8408798
"Cell_6583",3.44967675834312,2.7743976
"Cell_6585",3.02226757139022,1.5809606
"Cell_6584",3.25110091219835,2.55672
"Cell_6610",2.9665662406667,2.24401
"Cell_6559",0.609691006012179,1.3560946
"Cell_6611",2.92687746398174,2.5116746
"Cell_6609",3.32098184197021,1.6447155
"Cell_6636",3.00291155314656,1.787245
"Cell_6637",3.68263617255447,1.6959791
"Cell_6681",3.04221037006919,0.5903934
"Cell_6708",3.03860485134985,1.7375689
"Cell_6707",2.33802027673204,1.0656054
"Cell_6782",2.68741399534548,0.26666173
"Cell_6748",3.75532678879042,3.1286957
"Cell_6727",3.0734611894203,1.9824545
"Cell_6745",2.51979585706159,2.6606903
"Cell_6746",3.11213279531925,2.5090249
"Cell_6749",3.36735548083754,1.7867974
"Cell_6747",2.91086114780138,2.2438998
"Cell_6804",0,0.21568839
"Cell_6805",3.32098184197021,1.8842038
"Cell_6728",1.13836230333922,0.2938621
"Cell_6828",2.09801183022771,0.9542392
"Cell_6806",3.65197147864996,1.88193
"Cell_6853",1.75012109124934,0.7392271
"Cell_6854",3.81897800271184,2.5777566
"Cell_6902",3.61266938393501,1.7511352
"Cell_6880",3.56757983914497,2.0670397
"Cell_6879",3.06243149195208,2.3979561
"Cell_6901",2.74633914376597,1.4776458
"Cell_6904",3.70919199025286,1.3542225
"Cell_6906",3.47995625098547,2.9041836
"Cell_6903",3.33582852951329,1.0164326
"Cell_6928",2.96982196880781,2.1194685
"Cell_6905",3.3618852080824,2.2032726
"Cell_6926",2.04982850634318,0.092956185
"Cell_6927",3.25539839213437,2.056902
"Cell_6900",0,0.2884011
"Cell_6953",3.07693291027767,2.5553634
"Cell_7001",3.01235437923165,1.611576
"Cell_6978",0,0.06363001
"Cell_6976",3.32689814588487,1.8860188
"Cell_6998",2.16656101921724,1.881354
"Cell_6977",2.60061026262356,2.40637
"Cell_6952",2.80747609930115,2.7200649
"Cell_6999",1.96545953037467,2.350623
"Cell_7026",3.50403540939271,2.5414798
"Cell_7000",3.31049023584361,2.3220315
"Cell_7002",3.53385571077283,1.9089752
"Cell_7025",3.10109200167734,1.4676781
"Cell_7046",3.55496082787254,2.299997
"Cell_7048",0,0.10861985
"Cell_7073",2.7516670859028,2.086621
"Cell_7047",3.2301596981461,2.1089964
"Cell_7074",4.24382898854313,1.9055163
"Cell_7075",3.92440473476571,1.5984665
"Cell_7050",3.50262923950701,1.232293
"Cell_7098",2.10463749610446,1.2580751
"Cell_7119",3.9686420559865,0.3988714
"Cell_7120",3.24113451976373,1.797994
"Cell_7151",1.31348010999807,1.2509599
"Cell_7152",3.26115304605562,2.22736
"Cell_7201",3.29183764271115,2.002087
"Cell_7182",3.05093777280595,2.248809
"Cell_7150",2.60617746890405,2.5215614
"Cell_7202",3.47851223887767,1.6256036
"Cell_7183",1.20699934157027,0.16592203
"Cell_7049",0,0.07672317
"Cell_7261",3.66602964286173,2.0735693
"Cell_7234",0,0.101736985
"Cell_7262",2.08165905326547,1.9782393
"Cell_7260",2.9665662406667,2.2611234
"Cell_7233",3.46511761934087,2.3020947
"Cell_7259",2.67371301525133,1.5759057
"Cell_7280",2.8120886918043,1.3589376
"Cell_7263",3.86340973058862,2.1314442
"Cell_7264",2.97636205050854,2.2583911
"Cell_7279",3.51961213190332,1.3111056
"Cell_7306",2.57501958655825,1.288576
"Cell_7307",3.62237750950931,2.5276618
"Cell_7278",3.44530129287925,1.2579477
"Cell_7305",3.40504015351807,1.7427472
"Cell_7349",3.54908244976747,2.554839
"Cell_7330",3.57302826997828,2.1186693
"Cell_7281",2.8641633488237,1.5006421
"Cell_7348",3.5780026098545,2.3952558
"Cell_7347",3.14590870614836,0.65174055
"Cell_7443",2.5786367164752,2.6105173
"Cell_7372",3.62432839647994,2.562518
"Cell_7402",3.40029866804407,1.9530506
"Cell_7371",3.84226217006437,2.261713
"Cell_7403",3.25062438846094,2.2223096
"Cell_7400",3.49161808478809,2.4060085
"Cell_7401",4.31058768827644,1.8355194
"Cell_7426",3.72793189397741,2.5339723
"Cell_7425",0,1.6855491
"Cell_7422",3.24113451976373,0.77870995
"Cell_7423",2.32108701183734,0.4295926
"Cell_7512",3.17902580422046,2.3520453
"Cell_7442",3.6212950232685,0.58428574
"Cell_7424",3.1925432699733,3.1385376
"Cell_7487",3.73321611490161,1.2343209
"Cell_7464",3.67915035736316,1.9160784
"Cell_7463",2.82917147182371,1.6270872
"Cell_7462",2.04982850634318,0.6418444
"Cell_7444",1.59305644965443,1.4188893
"Cell_7515",3.34327942215888,2.3880327
"Cell_7488",3.20851564028394,2.3204944
"Cell_7511",3.24423988769845,1.7268931
"Cell_7513",3.83545376880549,2.113262
"Cell_7510",3.28152000399655,0.8943704
"Cell_7540",3.3328442319598,2.2216902
"Cell_7514",3.6994691941658,1.4053547
"Cell_7568",0,0.1356459
"Cell_7542",3.32380768022958,2.5865278
"Cell_7541",3.78464837717134,2.3307009
"Cell_7600",2.93346966882418,1.4394467
"Cell_7567",2.44392658955598,1.4925536
"Cell_7569",0,0.97005206
"Cell_7599",3.32334480720496,1.8469613
"Cell_7648",3.32182521521722,1.7117207
"Cell_7645",3.0474387278212,2.0190523
"Cell_7647",3.10991608645195,2.9429612
"Cell_7646",3.46345372378039,1.7688074
"Cell_7675",3.09312886846597,2.1560435
"Cell_7680",2.89837875480429,1.7759783
"Cell_7674",2.25522047643934,1.1178825
"Cell_7677",2.63065343189315,0.9064309
"Cell_7678",3.02271820290574,2.8707063
"Cell_7679",3.47347178067347,1.1806544
"Cell_7676",3.06646328181036,0.6335948
"Cell_7698",3.07287638091547,2.3253343
"Cell_7697",2.88812927016781,0.9166361
"Cell_7721",3.07048295234669,2.4044704
"Cell_7719",3.50713475189233,1.6266123
"Cell_7747",3.25499981292766,2.7119148
"Cell_7720",2.8120886918043,2.3041592
"Cell_7769",3.02461282597492,1.191245
"Cell_7770",2.95299507747803,2.0487652
"Cell_7768",4.0406715870166,2.516367
"Cell_7852",3.51961213190332,2.8917935
"Cell_7766",3.56757983914497,2.450075
"Cell_7794",0,0.42673144
"Cell_7792",2.80785973214339,2.2555199
"Cell_7824",2.915109527197,2.59821
"Cell_7793",0,0.080424175
"Cell_7823",3.1925432699733,1.19854
"Cell_7853",3.29183764271115,2.8406417
"Cell_7826",3.44129271390781,1.82251
"Cell_7855",4.07593665742963,1.1740441
"Cell_7889",2.39368043771098,1.6405747
"Cell_7888",3.51961213190332,1.318458
"Cell_7856",3.52589936606218,0.8459531
"Cell_7825",2.02668727494107,1.0640024
"Cell_7854",3.4988874316409,2.6895916
"Cell_7886",3.2577927247455,2.2778926
"Cell_7939",4.19816154324118,2.127417
"Cell_7914",2.67940011365646,1.6818317
"Cell_7912",2.20286586380089,0.4591697
"Cell_7910",3.26259614328821,1.8528165
"Cell_7963",3.60399738558025,2.1080854
"Cell_7911",3.36041341118377,2.1052806
"Cell_7913",3.99410573006928,1.7661765
"Cell_7941",3.28814235899591,2.202161
"Cell_8117",2.21216913682262,2.9331768
"Cell_7942",0,0.22095452
"Cell_7965",0,0.3508671
"Cell_7885",2.67940011365646,1.7680687
"Cell_7995",1.94329186320833,0.3155002
"Cell_8021",3.86773176984286,1.6048205
